gname,alias,ra,dec,glong,glat,plx,e_plx,mux,e_mux,muy,e_muy,vlsr,e_vlsr,x,x_std,y,y_std,z,z_std,R,R_std,Upec,Upec_std,Vpec,Vpec_std,Wpec,Wpec_std,is_tooclose,is_outlier
G359.13+00.03,,265.85671208333326,-29.654875277777787,359.13734970150324,0.03164965568619413,0.165,0.031,-3.98,0.36,-6.5,0.79,-1.0,10.0,-0.09497667974423889,0.02111045166224841,1.873686056730229,1.4020061604843175,0.004747236621006927,0.00018583709907905795,2.1081180685197913,1.0206003837282551,-4.746473602516298,6.54293626404959,-122.7459798525945,36.38113017759799,7.2852719477340155,0.17644859755686945,1,0
G359.93-00.14,,266.5079929166666,-29.066298333333336,359.9358046522043,-0.14465979579567287,0.18100000000000002,0.028999999999999998,-1.33,0.44,-1.8,0.78,-10.0,10.0,-0.006361976065910391,0.0011154020335271324,2.500993776264505,0.9959003787643359,-0.012636099196766327,0.0031942877368589793,2.5363049699199793,0.9022118663357899,-8.508832623353968,6.000864925308914,3.1536225830771247,43.992703677234296,13.499054051067139,0.9391188413586823,1,0
G000.37+00.03,,266.58917166666663,-28.59439472222222,0.3758705159499473,0.03998288982206162,0.125,0.047,-0.77,0.28,-2.67,0.4,37.0,10.0,0.06189648941803748,0.0339788367309427,-1.253859980866518,5.179580836411717,0.005739186209602053,8.556225128196296e-05,3.099297323257623,4.335846437702572,-7.65583735118559,41.438562645644126,-103.45590517365169,146.55493791771516,-24.584290991581646,17.930418227292034,1,0
G000.67-00.03,SgrB2,266.8333333333333,-28.37777777777778,0.6723936512495867,-0.031085589754245226,0.129,0.012,-0.78,0.4,-4.26,0.4,62.0,5.0,0.0918254049847782,0.00879510625360235,0.3571921646527963,0.7494048721451116,-0.00398589246269218,0.0009165467779324553,0.6952516315261866,0.46295608068043315,3.186302550554242,61.37912152532473,-17.117556105895208,78.06239060639948,-49.110376889553024,5.471473934370241,1,0
G001.00-00.23,,267.23035208333334,-28.19673333333333,1.0080088997502157,-0.2369146459410753,0.09,0.057,-3.87,0.28,-6.23,0.56,2.0,5.0,0.22833322032705572,0.14401947294531453,-4.79532651784812,8.184949399385498,-0.0569003491668971,0.03941111031457444,5.84062665468532,7.479873731016465,3.6827740972892746,6.818771967452163,44.78297513836224,245.82516327794076,14.646249596805411,4.117262211947538,1,0
G001.14-00.12,,267.2022541666667,-28.01981944444445,1.1468590971627388,-0.12451539666452208,0.19399999999999998,0.161,0.82,0.33,-3.59,0.69,-16.0,3.0,0.1343391924574445,0.13270763301345997,1.470960063382033,6.628903701698285,-0.01355935602735611,0.018910191155512977,4.909881617622317,4.694124905653736,-18.433224226248885,20.546772405926387,-56.91385988758675,100.32473909290773,-73.0873771424689,80.25410427429217,1,0
G002.70+00.04,,267.9415691666667,-26.599186111111113,2.703329806207946,0.04008424737831133,0.10099999999999999,0.105,-3.13,0.87,-9.36,1.24,93.0,5.0,0.501744007193099,0.3942404908223472,-2.44499899385587,8.349560236308056,0.0058592345564222395,0.00021679373132783993,5.43786916930976,6.821284903192453,30.1039500795008,89.64356917260115,73.5409188758576,356.49460982749054,-97.15040717039886,82.68360290256537,1,0
G009.21-00.20,,271.72017541666673,-21.07441055555556,9.214501562373684,-0.20178401986576253,0.303,0.096,-0.41,0.45,-1.69,0.5,43.0,5.0,0.6098775052089229,0.3654997448796452,4.4219178488481905,2.2530358983002285,-0.010291774759498988,0.009513950987171216,4.75682722645004,1.583560416770479,7.473021958934136,38.6659173225164,-1.8116869692029796,42.81235437344221,-0.46267221494607413,5.042190668968601,0,0
G009.62+00.19,,271.5610833333334,-20.52547222222222,9.621176471063592,0.195793505394722,0.19399999999999998,0.023,-0.58,0.13,-2.49,0.29,2.0,3.0,0.8758455587435797,0.11027335574950309,3.014637036489862,0.6505166404420801,0.02011409327112749,0.0018294967977439578,3.1581325018741047,0.5627371656767906,-44.676392440102845,16.83793538040731,-21.726807473873148,6.280239440677882,-9.591377540687638,2.220880401214327,1,0
G010.32-00.15,,272.25606208333335,-20.085515,10.322582065798148,-0.15976309095023986,0.34299999999999997,0.035,-1.03,0.36,-2.42,0.5,10.0,5.0,0.5279128755832647,0.05554167069914118,5.282953088523198,0.30494137579567526,-0.0045198303697884835,0.0010629520915284873,5.309987729863146,0.29730416798696735,-7.040313557688787,2.47315867366425,-18.660337757708838,2.190149748142827,4.285903875235413,0.39995013517065947,0,0
