gname,alias,ra,dec,glong,glat,plx,e_plx,mux_med,mux_std,muy_med,muy_std,vlsr_med,vlsr_std,x_mode,x_halfhpd,x_hpdlow,x_hpdhigh,y_mode,y_halfhpd,y_hpdlow,y_hpdhigh,z_mode,z_halfhpd,z_hpdlow,z_hpdhigh,R_mode,R_halfhpd,R_hpdlow,R_hpdhigh,Upec_mode,Upec_halfhpd,Upec_hpdlow,Upec_hpdhigh,Vpec_mode,Vpec_halfhpd,Vpec_hpdlow,Vpec_hpdhigh,Wpec_mode,Wpec_halfhpd,Wpec_hpdlow,Wpec_hpdhigh,is_tooclose,is_outlier
G010.47+00.02,,272.1592875,-19.863961666666672,10.472275231547773,0.02718692730081781,0.11699999999999999,0.008,-3.856617304814629,0.19164265141176437,-6.401566805771563,0.14018225652078592,69.07736713591669,4.984465216499765,1.5412698291667786,0.10698998602488086,1.4402237312543913,1.654203703304153,-0.15430106806509603,0.5791323460011262,-0.7748000102091601,0.38346468179309223,0.0038514554703157795,0.00314205093626649,0.0009298993365943059,0.007214001209127286,1.5130397885755753,0.12333979374745052,1.4679733254755454,1.7146529129704464,21.26482133105233,24.01634000815454,-1.7752446930308778,46.2574353232782,-27.174432465835764,8.98220518522761,-37.017944997592046,-19.053534627136827,18.534050109693283,7.552104880680229,11.493442372326058,26.597652133686516,1,0
G010.62-00.33,,272.57493708333334,-19.90129055555556,10.628762401846712,-0.33293427419314275,0.36200000000000004,0.076,-0.35426812281724385,0.3902633074537389,-1.8643655490214432,0.37686379785800306,-6.004814331307194,4.998758215275476,0.48055423999421176,0.10286384657522876,0.38876803843477686,0.5944957315852344,5.609996499745469,0.5549081988000948,5.004642101054456,6.1144584986546455,-0.013971884004310889,0.008810827134137465,-0.02237605757841124,-0.00475440331013631,5.6260045692014256,0.5422021300335027,5.0286632395035,6.113067499570505,-22.56790980903753,7.69234548722639,-31.57358257457085,-16.18889160011807,-15.915174410874044,9.083127560798658,-24.812932021452355,-6.646676899855038,0.5954420392681072,5.423021966874096,-4.452402307256207,6.393641626491984,0,1
G010.62-00.38,,272.61901166666667,-19.930204999999997,10.623443843526003,-0.3831828909830312,0.20199999999999999,0.019,-0.372579104598351,0.492756555907748,-0.5950622704902573,0.24871609580587178,-3.0089755335234987,5.008205153192497,0.8961261077359033,0.08671291445414087,0.8183834947770183,0.9918093236853001,3.412466285582349,0.4613816668881592,2.8909044012739953,3.8136677350503136,-0.03144621670589647,0.00609263871882695,-0.03759137817229952,-0.025406100734645616,3.521146090186101,0.4228814484638148,3.0444433664632555,3.890206263390885,-59.5830582466773,13.790395948772407,-74.56521680830657,-46.98442491076176,4.577641620666,9.737881505392608,-3.617078334691712,15.858684676093503,10.08509343455357,10.668542328004353,-1.2644196803446803,20.072664975664026,1,0
G012.02-00.03,,273.00766666666664,-18.532166666666665,12.0253782206583,-0.031360968405016364,0.106,0.008,-4.109264787514718,0.11085559141708289,-7.763512528065762,0.2836400839401755,108.00634763961673,4.973968333765919,1.9313107272504537,0.1480297849071135,1.8077583083516031,2.10381787816583,-0.908127658513223,0.6956443998480271,-1.7000074496445738,-0.3087186499485197,-0.005948994720790451,0.004248435586787076,-0.009800909652810733,-0.0013040384792365814,1.9926841804774271,0.3924573916643461,1.7321884445255469,2.517103227854239,7.120904175508471,31.33542838670621,-18.508670087051236,44.16218668636118,35.25658615637661,12.92742648066725,23.336491609267853,49.191344570602354,1.9971667848341603,7.744849734370835,-5.183881627877497,10.305817840864172,1,0
G015.66-00.49,,275.2489458333333,-15.552722222222224,15.665337907741975,-0.4989202772567488,0.22,0.028999999999999998,-1.1568078562714978,0.23976665203416087,-5.305332336587952,0.3013444910856256,-4.0331008113194295,4.965767392740895,1.187162836288052,0.16071150860248573,1.047677375991555,1.3691003931965264,3.956056037804332,0.574334228867615,3.2950298498623596,4.4436983075975895,-0.0377773331655427,0.008235204309558899,-0.04584025286611501,-0.029369844246997213,4.120811249049007,0.4969241500506816,3.5459082323749875,4.539756532476351,-18.025023050584032,6.543644565910558,-25.42516559632581,-12.337876464504696,-89.9370758500537,11.072104694055554,-99.0812021147961,-76.93699272668499,-23.144217043573725,6.993423583531072,-29.999156991787352,-16.012309824725207,0,1
G016.86-02.15,,277.3517020833333,-15.267816944444444,16.863852816256305,-2.158718684011113,0.426,0.092,0.3297142435101026,0.4901468653010271,-2.4853142236110544,0.5606474566499662,16.976978410574823,2.937429903678608,0.6380409239014591,0.1430760352219581,0.5193925044491036,0.8055445748930198,6.088867883237835,0.4724349284670275,5.535773332837412,6.480643189771467,-0.08147986792575046,0.021360641386291124,-0.10469795638911039,-0.061976673616528144,6.122370056079987,0.4509973867505961,5.587288410782669,6.489283184283861,-4.76409585785683,7.214139820111697,-12.614777426801908,1.8135022134214864,-9.159285628875978,9.71451659320013,-19.79026605162329,-0.36123286522303033,-7.7594560181229895,6.841662812464222,-14.347723911607062,-0.6643982866786189,0,0
G017.02-02.40,,277.65122124999994,-15.241217777777774,17.021111438425848,-2.4026814379453247,0.531,0.10800000000000001,0.10003391671540629,0.6052477479976439,-2.8224020605514832,0.775805145522174,22.020916975320112,2.940600899749057,0.5077611767875997,0.10904093056084929,0.4255854030315973,0.6436672641532959,6.531016034187446,0.35843713275000244,6.073878821404835,6.79075308690484,-0.07411877839578601,0.01878048982763922,-0.09313699594276248,-0.05557601628748404,6.551102079716957,0.3513583925586792,6.104313012636167,6.8070297977535255,5.469941731823283,5.43206818118329,-0.492084320694957,10.372052041671623,-6.322466470372518,10.109720080819912,-18.11713989799574,2.102300263644082,-3.7478432446157086,6.541648362268155,-10.79269532705834,2.290601397477971,0,0
G019.00-00.02,,276.4365741666667,-12.379412777777777,19.00861898230549,-0.02927879524970525,0.247,0.063,-1.7695062380033417,0.28956896298341317,-3.997794206222082,0.42343810562972933,56.00661923235122,4.9830426543082,1.2038501910563872,0.32987028951908004,0.9399539594411233,1.5996945384792833,4.675715182585485,0.9467174850183824,3.5492412130699407,5.442676183106705,-0.0007351199082202345,0.006620134608536339,-0.006409521001251382,0.006830748215821296,4.741129686998725,0.7822947645730476,3.8986584020739055,5.463247931220001,25.542558257725688,15.450495013395113,7.309054825768726,38.21004485255895,-32.89295230560916,11.820670053957201,-44.00153380209906,-20.36019369418466,3.825028632368486,6.605113891360823,-4.021648020526328,9.188579762195317,0,1
G019.36-00.03,,276.607415,-12.06479638888889,19.36479458120437,-0.030218659385238107,0.35200000000000004,0.069,-1.1241772282384876,0.3797782463777368,-2.4972692492416,0.45304914211379055,27.057121839559215,3.0157907867607063,0.8823271010017915,0.1825017016487055,0.7349218804393753,1.0999252837367863,5.679031109684221,0.522560211585926,5.051958855781111,6.097079278952963,0.0030261704497065584,0.007761108598261877,-0.006165416988234959,0.009356800208288794,5.745282787007255,0.482214204654122,5.161023252737531,6.125451662045775,-0.19940918697824372,8.481539470411619,-10.12461495022589,6.838463990597347,-16.448955099535368,9.943290653089122,-26.889410285278956,-7.002828979100713,6.16373666826604,5.602940099100561,0.30140119420711997,11.507281392408242,0,0
G019.49+00.11,,276.53820458333337,-11.880931666666665,19.495878629696847,0.11540813737933625,0.326,0.1,-3.6006788207136076,0.4188402934687591,-8.215829885750399,1.0278615160776121,121.10192951498007,5.032593021268023,0.9125591547180623,0.30846323432961875,0.6628508221655138,1.2797772908247513,5.6300218794883605,0.8738401673245946,4.548124529467437,6.295804864116626,0.010778471278384612,0.007763793446418319,0.002331464008681481,0.01785905090151812,5.703143287922165,0.7564132516147701,4.7532289719408265,6.266055475170367,119.51550115522777,10.211327148583528,110.06621334609078,130.48886764325783,-43.35890004103763,21.6054078148006,-66.62626230313057,-23.415446673529374,-0.9671503961229746,9.857987153973255,-10.287429159879508,9.428545148067002,0,1
G022.35+00.06,,277.93383291666663,-9.370093333333333,22.356498100596557,0.06636008021647362,0.231,0.10800000000000001,-1.695260512547645,0.27980052458588056,-3.8958154527307682,0.3062092280871463,80.06364697553052,5.011018880037996,1.3568756870331793,0.7237538141850244,0.8028912860520494,2.250398914422098,4.8631587998530605,1.7605065609032344,2.7331632076491488,6.254176329455618,0.008659371102885144,0.007420846820449113,0.0002809956604425956,0.015122689301340822,5.016371399305055,1.0854455120058835,3.5691107166305445,5.740001740642311,41.81808540608401,35.00411888003022,-5.325509045135135,64.6827287149253,-10.460692512839785,16.893019790233197,-27.71313825605668,6.072901324409713,3.0230693110334244,7.008521677159948,-4.397718347135935,9.61932500718396,0,1
G023.25-00.24,,278.63016541666667,-8.713140555555555,23.25666790847797,-0.2405330629180043,0.16899999999999998,0.051,-1.7186080102336696,0.22950161182178733,-4.092286920620575,0.2794871254037842,63.02699862164093,2.972910276627843,2.0666959109414744,0.6969108199428518,1.5306106648315887,2.924432304717292,3.3372937932659994,1.624205446928638,1.338271704738446,4.586682598595722,-0.022198374654819747,0.010976841732115522,-0.03389109736946455,-0.011937413905233507,3.4911200384557506,0.5427019474006178,3.191698274372651,4.277102169173887,5.422995797499738,65.97921900409523,-106.16601889399017,25.79241911420027,-31.921739988412313,18.628891629385514,-52.786098613324086,-15.528315354553058,-0.7475701038011948,7.787269005205985,-9.359373474264288,6.215164536147682,1,0
G023.43-00.18,,278.66327916666665,-8.523723611111112,23.4398747758758,-0.18234046517464125,0.17,0.032,-1.9305936105670283,0.15176619642222175,-4.110162367219764,0.12916462976296528,97.03414245349302,2.9859853961696947,2.1914437595241516,0.44193957061319133,1.8425440985137376,2.7264232397401202,3.13201128333014,1.0219978712031592,1.876223049433447,3.9202187918397655,-0.016970223566730377,0.00752110998547173,-0.024882040564434396,-0.009839820593490936,3.3100564803076744,0.3475368728607582,3.2163386718957847,3.911412417617301,15.03376257780323,34.7248977638486,-30.460886086717267,38.98890944097994,-5.578774542049274,9.735225074995377,-15.777581763473009,3.6928683865177447,2.8191142062253185,4.436933789352304,-1.4348532412980255,7.439014337406583,1,0
G023.70-00.19,,278.80150416666663,-8.29431388888889,23.70648140903539,-0.198089487895776,0.161,0.024,-3.1690551476947206,0.17965773477514466,-6.376113865495283,0.21103736867031436,73.04898330993845,4.999812541629041,2.383505017128841,0.37669650179724057,2.0768915854334127,2.830284589027894,2.7450360850093096,0.8619248460638134,1.7286622780901304,3.452511970217757,-0.020338529624848577,0.007206481434682908,-0.027508054744481827,-0.01309509187511601,3.3305890053013627,0.23744415386804385,3.2530562203648588,3.7279445281009465,52.10068552952995,11.873145500802394,37.45713941187366,61.20343041347845,-55.248527506504466,10.433060778141133,-64.85356758796773,-43.987446031685465,3.8679441894906574,5.667193241342538,-1.387089543390605,9.947296939294471,1,0
G024.78+00.08,,279.0523391666667,-7.203011111111112,24.789784460044235,0.08328615497898524,0.15,0.016,-2.6227201931588318,0.15938890455272092,-5.0797137962659695,0.1987120001920917,110.9925788699228,3.0237196048786927,2.7470327592348527,0.2966578026024116,2.472764224753378,3.066079829958201,2.220622497557926,0.6437190707681895,1.5343936768333464,2.8218318183697253,0.011832944222089532,0.00629555127653918,0.004781926792365651,0.017373029345444012,3.450165803438386,0.10761906350821993,3.404328054166367,3.619566181182807,11.834799945990355,23.303720971754757,-14.48666906527221,32.120772878237304,-4.676598442709668,7.139052419743237,-11.334782046615281,2.943322792871193,7.552449506991259,5.468210236891007,2.344630233761727,13.281050707543741,1,0
G024.85+00.08,,279.07661125,-7.147453888888888,24.85019363114266,0.08744403115578879,0.17600000000000002,0.016,-2.426292450949026,0.18969827908119705,-5.236597935882288,0.26402303863296767,110.95865454224949,5.045566083236904,2.3362378194107145,0.21457264925971153,2.1489744164204208,2.578119714939844,3.136058155610859,0.4642615574244826,2.607907393036218,3.5364305078851834,0.010725884552382537,0.006298992463217265,0.00447572148810494,0.01707370641453947,3.8294800396625543,0.22770366027792277,3.6220167047426695,4.077424025298515,41.187274768598854,14.453050566210742,23.723172001094213,52.629273133515696,-7.337676722372571,8.169743581456368,-13.505997177448062,2.8334899854646736,1.5941609043536573,5.755445277447196,-4.2446966234913255,7.266193931403066,1,0
G025.70+00.04,,279.51310416666666,-6.404219444444445,25.709476412638782,0.04382484083429205,0.098,0.028999999999999998,-2.891879372737409,0.11063974535602612,-6.205114153414474,0.358456198719841,92.99351245980199,4.964260994977751,3.927955181441369,1.2596035390239941,2.9515183294847844,5.470725407532773,0.002411906537254538,2.6160282695956347,-3.161157163671419,2.0708993755198506,0.006920394717821618,0.009690986758379268,-0.0026340992693128784,0.016747874247445657,3.9385301422151224,1.3496031836786362,3.508221880752369,6.2074282481096414,-47.06759369248099,35.58426093756851,-73.71108555025842,-2.5425636751214,-14.293243263550075,36.01753011836787,-45.16541193643682,26.86964830029892,-4.165539130400518,10.532521612909093,-15.08815413638031,5.976889089437876,1,0
G027.36-00.16,,280.4627375,-5.028734166666666,27.365018755523895,-0.16583551744408356,0.125,0.042,-1.8096283569226514,0.11052282143742234,-4.109247758407603,0.26784874380882534,91.97686101407893,3.0238532823424147,3.184981857384237,1.221514545546073,2.279376246031114,4.72240533712326,2.009770647511843,2.360190855967776,-0.9608143953441513,3.7595673165914008,-0.02053267524044844,0.012218154068661474,-0.033544215936945065,-0.009107907799622117,4.015828025174833,0.7349514978643594,3.706374762916155,5.176277758644874,-127.46981868695934,60.480726173923,-143.6811473521346,-22.71969500428858,-11.911599631672672,36.466538573022284,-69.5796141192428,3.3534630268017622,-1.1171473893233355,7.279417802824781,-8.932943346040474,5.625892259609088,1,0
G029.86-00.04,W43S,281.4982116666667,-2.7518280555555554,29.86235404758307,-0.04430388038070352,0.221,0.03,-2.3263810511253906,0.257412804976083,-5.476414431729513,0.3061352072491411,101.00559032678717,2.976048671717669,2.209026623392273,0.3041513184135173,1.9064037035637484,2.514706340390783,4.350467078008392,0.5314684682286468,3.7977398710505987,4.860676807507892,-0.0017348949001576852,0.0074041956466890275,-0.00822780492879268,0.006580586364585375,4.857553077880309,0.32767966674991333,4.506722130327413,5.162081463827239,50.515890877926225,11.561938685092159,35.99624694781049,59.12012431799481,-3.9902189316091956,7.8924164570187525,-12.18234740598309,3.6024855080544143,-0.8429268720614225,6.042027837344344,-7.008261399963814,5.075794274724874,0,1
G029.98+00.10,,281.41650916666663,-2.5757169444444443,29.981786908873673,0.10870528029669776,0.156,0.01,-0.9448230097240734,0.32024035651817173,-3.48232005440168,0.3207785322473529,108.86261700930584,10.010457693906979,3.207826109673415,0.20724025831346515,2.988291937731185,3.4027724543581153,2.6164044918402944,0.3613617939799869,2.2748642308634293,2.997587818823403,0.013728005113803805,0.0072843225256854355,0.006584306575100712,0.021152951626471583,4.105832586012198,0.05754773013242653,4.075337207651425,4.190432667916278,-61.26784341526523,19.108989198519566,-82.17073772221725,-43.95275932517812,15.944957959108535,13.678700400420727,-0.37349164139337887,26.983909159448075,-13.744527802817998,10.061792905775679,-24.52502020186337,-4.401434390312012,0,1
G030.19-00.16,,281.7627908333333,-2.5100744444444443,30.19808488637404,-0.16914209901434926,0.212,0.01,-2.0790082722166674,0.22029170843468618,-3.797943104377925,0.2507302573528776,108.05166234495132,2.991118267849233,2.360908078933482,0.11324539154347035,2.253904559364849,2.4803953424517897,4.1283297935157055,0.1971424214549531,3.9151595329180733,4.3094443758279795,-0.010964947121324474,0.007378701429826679,-0.018747171285594798,-0.0039897684259414395,4.751961030369122,0.11481598057624876,4.6253922328834935,4.855024194035991,16.751627919426607,8.281838682712603,6.801060546913707,23.364737912338914,19.687875574990976,7.527113291055384,12.094734974364929,27.148961556475697,11.054386919583001,5.107376492289327,5.263345857459669,15.478098842038323,0,1
G030.22-00.18,,281.7845745833334,-2.4914805555555555,30.22456064109808,-0.18002336531163532,0.284,0.032,-0.8626379896514382,0.3089944359169656,-4.704799808996917,0.3397017861114779,112.97706307971319,2.9905112858110448,1.7344837192691398,0.1991857134463335,1.5520715395867082,1.9504429664793752,5.188888465681979,0.34297875917011744,4.8280462294717506,5.514003747811985,-0.00793797525931119,0.008006570108051654,-0.016072650489091667,-5.9510272988359814e-05,5.46257602477067,0.26003617680766133,5.194476710697655,5.714549064312978,52.443156649348225,9.302216939302461,41.750953270839645,60.35538714944457,24.511756478297727,8.122559343700722,16.84772871045108,33.09284739785252,-15.318801906568552,5.976181438317706,-20.86266383658242,-8.910300959947008,0,1
G030.41-00.23,,281.91982875,-2.3419186111111108,30.41930414667541,-0.23203670427991155,0.253,0.021,-1.979470892668452,0.27787093878686075,-4.0724583747669705,0.2938116940970368,103.00482082857204,3.0194534895976264,1.9603991314359184,0.168594891242273,1.8219104707726226,2.1591002532571686,4.83647727937365,0.28803717738536827,4.500009072162423,5.07608342693316,-0.013282044362514955,0.007819517785442346,-0.02113271560526982,-0.0054936800343851275,5.208503399482168,0.20075437131576557,4.980408938687601,5.381917681319132,35.77709854565684,8.866407975150858,25.461373882260173,43.19418983256189,16.08369834081376,7.894188334683351,8.362375444116179,24.15075211348288,5.577684750380165,5.347462351467767,0.5421577027480176,11.237082405683552,0,1
G030.78+00.20,,281.70035999999993,-1.814985,30.78812070099201,0.2035512648483566,0.14,0.032,-1.8471693874494521,0.1598474333471145,-3.908366985814168,0.19134549714606566,81.99854227140153,4.987315854979564,3.370891991341648,0.8098504072260924,2.7142565260231946,4.333957340475379,2.521209109828991,1.3590917324929848,0.9049919144319283,3.623175379417898,0.025904185025682626,0.009584498642597989,0.01679105516878618,0.03596005245398216,4.271127744046402,0.23136937138165958,4.1287465924269195,4.591485335190239,-56.61296287992111,40.947467182264965,-105.07044587727397,-23.175511512744038,-16.512971561080676,22.840428864032596,-46.96687671312414,-1.286018985058945,4.447152488019199,6.037340174937508,-2.3110641257168183,9.763616224158199,0,1
G030.81-00.05,,281.94572958333333,-1.9073377777777776,30.817836048306493,-0.05681146368102075,0.321,0.037000000000000005,-2.342584614755152,0.34903741372420755,-5.657438612854732,0.34797330177746016,105.00299359065892,5.031268683823434,1.5523613543250154,0.18165926270035737,1.4024720972090254,1.7657906226097402,5.566579541182354,0.3064737142588063,5.2147532144995985,5.827700643017211,0.0006667920447867778,0.008243071216370908,-0.00807967283365258,0.008406469599089236,5.761999835887223,0.24361483684912955,5.497449348996371,5.98467902269463,68.3853943196136,6.489080928665963,61.22502915694771,74.20319101427964,8.44195317403615,9.161293645867708,-1.9113303514054252,16.41125694032999,0.16864245539826683,5.3372577806171595,-4.590990024286299,6.08352553694802,0,1
G032.74-00.07,,282.84109333333333,-0.2017277777777778,32.743998601016735,-0.07561954326359703,0.126,0.016,-3.1482387411410513,0.2684961163661823,-6.096424744624915,0.28843687015775277,37.162893773049404,9.964977289827672,4.202533579574155,0.5400327801100615,3.70645695598468,4.786522516204803,1.6558272168678592,0.8386484166298622,0.7391649940398706,2.416461827299595,-0.009772959169202143,0.008956952218946993,-0.018392620300406365,-0.0004787158625123786,4.468497991384139,0.16864149315908294,4.377691033529248,4.714974019847414,17.863349914605497,12.096873802173217,4.392838427936422,28.586586032282856,-58.88621271782254,15.365446563539987,-73.01251036494801,-42.28161723786804,9.063490736503809,10.551914682286114,-1.7589858607127198,19.344843503859508,0,1
G032.79+00.19,,282.62805416666663,-0.033133333333333334,32.796902748742106,0.19085880269231165,0.10300000000000001,0.031,-2.936216319025856,0.23741610918148232,-6.068763444873324,0.25090383071406275,15.823435076851608,10.087607673400992,4.631254532539103,1.542254592451159,3.4714790790158307,6.555988263918149,0.9851134366296961,2.3912964964543324,-1.960963847002045,2.82162914590662,0.029304652830048614,0.013651795013405823,0.01724852216885906,0.04455211219567071,4.776025699631889,1.2073374637521268,4.386562001647332,6.801236929151585,12.133901537504798,11.69024216938552,2.2349061521380236,25.615390490909064,-71.97656870685955,49.03718537821452,-109.59413557233918,-11.51976481591015,1.5965261701096267,11.90270592537297,-10.00098216743325,13.80442968331269,0,1
