gname,alias,ra,dec,glong,glat,plx,e_plx,mux,mux_std,muy,muy_std,vlsr,vlsr_std,x,x_std,y,y_std,z,z_std,R,R_std,Upec,Upec_std,Vpec,Vpec_std,Wpec,Wpec_std,is_tooclose,is_outlier
G359.13+00.03,,265.85671208333326,-29.654875277777787,359.13734970150324,0.03164965568619413,0.165,0.031,-3.9779559701057803,0.36215350983589006,-6.496797686813258,0.7904972715452615,-1.0057014893571512,9.856926436678128,-0.09136497276269362,0.020463788999578868,2.113549964855275,1.3590594224740098,0.004779030784339508,0.00018014447273283216,2.162944999676141,1.004525601953393,-3.8850409689819667,12.859810818524512,-132.10515274433266,41.96505387034004,7.321358620311138,15.757087569170743,1,0
G359.93-00.14,,266.5079929166666,-29.066298333333336,359.9358046522043,-0.14465979579567287,0.18100000000000002,0.028999999999999998,-1.329290616536247,0.4385574274268674,-1.8091028549950021,0.784869242374113,-10.08652661524988,10.013832513571895,-0.006186808848426141,0.0011307018020287475,2.657393973678613,1.0095609646228676,-0.012134455414622103,0.0032381032055711794,2.6604011423293494,0.8996177262658325,-8.980669735152393,12.071087900259029,1.6117997563489581,48.50994324923157,13.149709023661902,15.179299895872406,1,0
G000.37+00.03,,266.58917166666663,-28.59439472222222,0.3758705159499473,0.03998288982206162,0.125,0.047,-0.7754685829686299,0.2763112698601359,-2.670061849512782,0.39786358915607817,37.05495080460469,9.999552354662502,0.05227344509656836,0.03327284781149784,0.2130335549569971,5.071963065184566,0.005714954381336396,8.378449762293877e-05,1.9464261302476307,4.203553220997843,-1.052557055075358,42.39742694462765,-24.408315721927863,147.32869035832385,-19.513902380011498,23.489665061386965,1,0
G000.67-00.03,SgrB2,266.8333333333333,-28.37777777777778,0.6723936512495867,-0.031085589754245226,0.129,0.012,-0.7769472080113853,0.3983465361243235,-4.260943068393248,0.40143609793843776,62.07054213518747,4.932712633564554,0.09114810660529042,0.008779405689304274,0.41490274720275117,0.7480670737102618,-0.00391531052433707,0.0009149106064975472,0.6123776798237865,0.4611478754349275,39.67642712353566,61.8710061734806,6.882291896455143,80.04245494317746,-48.8230085358134,15.85837614073403,1,0
G001.00-00.23,,267.23035208333334,-28.19673333333333,1.0080088997502157,-0.2369146459410753,0.09,0.057,-3.86917171213962,0.2792001628181326,-6.234831143679452,0.5582207822783996,2.0222990334075392,5.0277715446545095,0.1789707302280107,0.14727182904492406,-1.9899455827174708,8.369788085152631,-0.04339224152763195,0.04030112166097523,2.783691415420628,7.639687660736208,2.3203566780191958,9.25805480454723,-40.21236721943738,255.0958261308143,12.703763181326664,27.505818862521323,1,0
G001.14-00.12,,267.2022541666667,-28.01981944444445,1.1468590971627388,-0.12451539666452208,0.19399999999999998,0.161,0.8240778549183947,0.32785455275380393,-3.5988478752430173,0.6919880691030156,-15.955974438730571,3.01483750256754,0.0904498303667816,0.13503216286600875,3.6632857662936567,6.745016725451078,-0.0073053357575214375,0.019241425334438737,4.401785526095922,4.78292185701562,-18.493923238644257,21.040710216461356,-20.423336249166425,104.84012670039701,-46.3428790551784,84.60583348229731,1,0
G002.70+00.04,,267.9415691666667,-26.599186111111113,2.703329806207946,0.04008424737831133,0.10099999999999999,0.105,-3.1309064144449152,0.8772464460883096,-9.36772310285623,1.2548285913968,93.08439066270549,5.01478331480645,0.3621516229669845,0.39934021529408975,0.511407178921079,8.457566536159627,0.005782472390825795,0.0002195980812683213,3.274075352712046,6.912548015906975,92.67522790380917,90.94689490441156,-83.22325021993449,371.046660445029,-65.2291791859078,106.05305876628223,1,0
G009.21-00.20,,271.72017541666673,-21.07441055555556,9.214501562373684,-0.20178401986576253,0.303,0.096,-0.40341367976885084,0.4494484064734561,-1.689276693343106,0.4986096546600654,42.93761706398526,5.018238696753316,0.5282709488362157,0.35964378848144285,4.924961978482028,2.216938253448588,-0.008167557743102922,0.009361520560239308,4.969609641307599,1.5483706149666732,19.245181358090967,39.66076636721175,3.9252402310212773,45.62327529058657,0.714765173253558,11.174527469715809,0,0
G009.62+00.19,,271.5610833333334,-20.52547222222222,9.621176471063592,0.195793505394722,0.19399999999999998,0.023,-0.5813217361211317,0.13057226809323583,-2.489144457952996,0.29091644427446006,2.0351088310817795,3.0254094237299487,0.8570508415886434,0.10706520340971185,3.1255094786912374,0.6315913391494622,0.01980227837608096,0.0017762717517441286,3.240886552543389,0.5537578568760408,-40.05413795167648,16.439654417717616,-21.512658916651688,7.466764205711666,-9.194920618882351,5.020403857499894,1,0
G010.32-00.15,,272.25606208333335,-20.085515,10.322582065798148,-0.15976309095023986,0.34299999999999997,0.035,-1.0323878621093436,0.357158289958085,-2.428086557250504,0.5035834647939906,10.104811613528417,4.989515194705758,0.5228757081885607,0.05539869424342968,5.310608734025378,0.30415638973813974,-0.0044234294594416735,0.0010602158194515977,5.336287485895069,0.29651143193184143,-6.835753787881908,5.696530231669939,-18.521295925266628,6.840848939332886,4.308560288735144,5.548564884586495,0,0
G010.47+00.02,,272.1592875,-19.863961666666672,10.472275231547773,0.02718692730081781,0.11699999999999999,0.008,-3.86083532625789,0.19296086022012843,-6.399253546235223,0.13939712971980225,68.88012791026179,4.995318104935178,1.5527723882136513,0.10692500069090505,-0.21933697768189117,0.5784780570238663,0.004167969847433331,9.746231170762154e-05,1.5786390802797439,0.23547981938415236,22.294820970504293,21.91018923946915,-23.85003562050681,9.493528999689376,18.981361320675358,7.435572616935807,1,0
G010.62-00.33,,272.57493708333334,-19.90129055555556,10.628762401846712,-0.33293427419314275,0.36200000000000004,0.076,-0.3587094014311345,0.39033978614726433,-1.8613080132237005,0.3793254578726626,-6.016275193578023,4.993368660514845,0.5088772186817366,0.1305223217270099,5.469755876801857,0.6955020311292116,-0.012212590033161434,0.0045644882179804265,5.49337650043229,0.6569695214049502,-24.947871536834494,10.771964813830062,-11.112501329539654,7.5888761353419945,0.5250268525523492,5.84439114961382,0,1
G010.62-00.38,,272.61901166666667,-19.930204999999997,10.623443843526003,-0.3831828909830312,0.20199999999999999,0.019,-0.36448498421498854,0.5022881476443459,-0.5994755128171975,0.2478505724287718,-3.042006321178701,4.997941398353481,0.9125351564723609,0.09017765802459404,3.3163375191460625,0.48076670729563525,-0.030686029558713586,0.0035841746752043008,3.439595172791981,0.42928046424180466,-63.03335630001122,16.394713344560788,10.64900350573238,7.844043215270254,8.92901244655835,10.868351623501859,1,0
G012.02-00.03,,273.00766666666664,-18.532166666666665,12.0253782206583,-0.031360968405016364,0.106,0.008,-4.112130887786639,0.10961862951439534,-7.763660566977229,0.28144226865681876,108.08189187478624,4.939191900135809,1.9676100250518178,0.1516104289290028,-1.055386398471116,0.7117199969258465,-0.005554921315557346,0.0008582362302244345,2.2327851801645067,0.47895893170533416,15.761374453758645,30.519400393045373,41.7846652893153,13.203480103623138,2.2523604529391315,7.4946501113120245,1,0
G015.66-00.49,,275.2489458333333,-15.552722222222224,15.665337907741975,-0.4989202772567488,0.22,0.028999999999999998,-1.1594702112078652,0.24052272925223597,-5.297536119137076,0.29670506314635836,-4.002637172529055,4.992905733731319,1.2267869753319545,0.17517054525530534,3.8068228879019372,0.6246320131608598,-0.03675689364581068,0.006045678043905126,3.9996133386817436,0.5075804186934395,-19.52226371773714,6.601791714301116,-83.23923411643621,9.141278037668188,-23.578005968796315,7.140507686137315,1,0
G016.86-02.15,,277.3517020833333,-15.267816944444444,16.863852816256305,-2.158718684011113,0.426,0.092,0.31636481372145486,0.487454743042942,-2.4858487026487017,0.5666462024001787,16.982455429242208,2.9749746921256257,0.6783636962043575,0.19086709933323456,5.943639440324791,0.6296145188348675,-0.08397122385998093,0.025197422789752955,5.9822259319514535,0.5601092119244849,-6.840867288923173,11.135367991661415,-5.391856411934313,8.766525542705526,-7.888356210983037,7.6076363266184615,0,0
G017.02-02.40,,277.65122124999994,-15.241217777777774,17.021111438425848,-2.4026814379453247,0.531,0.10800000000000001,0.096591637034994,0.6083181754802666,-2.818209355965629,0.7556664161961885,21.9609683844799,3.0392584019534823,0.5533604848186545,0.1370570082210948,6.373882385096053,0.4476788065556567,-0.0748733265564696,0.019927602664285626,6.397857804390191,0.42592030643438095,3.8061980644575084,6.7041319444042795,-3.3864821881860365,7.65908804245804,-4.593865454111834,6.80391403002355,0,0
G019.00-00.02,,276.4365741666667,-12.379412777777777,19.00861898230549,-0.02927879524970525,0.247,0.063,-1.7745307652000295,0.286442332046576,-3.9980125522914323,0.41600923012901253,55.994640927345756,4.959707820080291,1.3194529293099373,0.5169930693872252,4.351267438157387,1.5007222680089882,0.0011237123144652317,0.0017473821832983381,4.561923184884993,0.9099795355532007,20.18397765023978,27.624404432725544,-27.90076654928066,16.718333785345937,2.2715162203419372,7.371433510504941,0,1
G019.36-00.03,,276.607415,-12.06479638888889,19.36479458120437,-0.030218659385238107,0.35200000000000004,0.069,-1.1267571886878507,0.3767573420660532,-2.4981397798034664,0.46265718684228696,26.992797233756782,3.0371176913202658,0.9420231675430623,0.22723684198359154,5.501089101364936,0.6465411803842145,0.0024159552030888027,0.0007640395677097863,5.5811637629928,0.5537448355807266,-3.2353079609728326,12.485095030986075,-11.814875855455185,8.316691559356055,5.776534577543332,5.702150517987831,0,0
G019.49+00.11,,276.53820458333337,-11.880931666666665,19.495878629696847,0.11540813737933625,0.326,0.1,-3.598100577332433,0.4204737666326516,-8.185331787168899,1.02888635053006,120.9605528998023,5.018289323860916,1.0272456516558224,0.6231883143589565,5.279839897693196,1.760235951550809,0.009977705261730769,0.0026658928148870827,5.389184529244836,1.1445101305299339,119.7821363122425,20.609899700784858,-40.13679131209396,44.88741094413333,-1.0413477236267203,13.333109710414867,0,1
G022.35+00.06,,277.93383291666663,-9.370093333333333,22.356498100596557,0.06636008021647362,0.231,0.10800000000000001,-1.7080359274311268,0.2829118693405079,-3.9048693129440917,0.30945992079600904,80.05519863828849,5.007762775656614,1.6355817387039744,1.876973176703468,4.204571189849798,4.563715576789867,0.008127721526661337,0.002919918365809708,4.763055823226244,3.256705949763574,26.03193044864181,57.58207786546688,-7.337016939248613,49.92594512701505,2.2123179116214238,13.288201489527465,0,1
G023.25-00.24,,278.63016541666667,-8.713140555555555,23.25666790847797,-0.2405330629180043,0.16899999999999998,0.051,-1.7193670871295907,0.22848895401180905,-4.089189491640026,0.27981714208718045,63.02004371640362,2.9851411514823587,2.328023857718559,1.1974396020372404,2.7645056302658437,2.786207893761197,-0.022469483449367583,0.014429209114761088,3.81716042597599,1.8098392906162708,-19.584865459920685,41.931386806018196,-30.36680343911401,33.98898070372944,-2.1751508834922495,9.688747084387606,1,0
G023.43-00.18,,278.66327916666665,-8.523723611111112,23.4398747758758,-0.18234046517464125,0.17,0.032,-1.9303185445862197,0.1512822374974296,-4.107747979110746,0.12996855262326432,97.0224445850925,2.9973234328852314,2.339970398437248,0.5339000234559418,2.784338793154089,1.2314133842419652,-0.016422707292378536,0.005021012592543775,3.671360734626611,0.4581137506326834,-1.709908987145885,39.92107888141756,-1.5344721162985167,15.615535194157498,2.6755169240371424,4.515501976064658,1,0
G023.70-00.19,,278.80150416666663,-8.29431388888889,23.70648140903539,-0.198089487895776,0.161,0.024,-3.1705312542529622,0.17983089755809445,-6.380300142203849,0.21058366616809213,72.97065086035322,5.005235310858401,2.5007481059039485,0.42145468393069746,2.4862733672089967,0.9598015145935556,-0.019382555487885957,0.004207535733950834,3.5461928224718937,0.3029393542882457,47.69808958800044,14.752555175643938,-49.68842696053713,9.80046161104189,4.234477254950034,5.713956606395271,1,0
G024.78+00.08,,279.0523391666667,-7.203011111111112,24.789784460044235,0.08328615497898524,0.15,0.016,-2.6208342448186297,0.16023765516590996,-5.079863408734237,0.20208774088354087,110.97745393896676,2.9748532887859795,2.7995961757710077,0.3134902847313304,2.1196334873536022,0.6787739758944114,0.011628298788052181,0.0006768978892401094,3.527000285501692,0.144503900714677,5.858203967655625,24.21769913878464,0.3591689713961017,4.471013090647379,7.819600734332825,5.479503531709253,1,0
G024.85+00.08,,279.07661125,-7.147453888888888,24.85019363114266,0.08744403115578879,0.17600000000000002,0.016,-2.422334058392383,0.18860223807657225,-5.225128010318471,0.25995654931292755,111.026355613259,5.078044115678803,2.3827971988312155,0.22655610453800581,3.0363502643764386,0.48918717828144037,0.011130717418111839,0.0005274455388571131,3.859682035963164,0.21999939890076084,35.99212490466958,15.940044787244172,-0.5448890060911111,5.5024370903564535,1.28128126653327,5.659039521974702,1,0
G025.70+00.04,,279.51310416666666,-6.404219444444445,25.709476412638782,0.04382484083429205,0.098,0.028999999999999998,-2.8887138985190344,0.10948378445447693,-6.196564651632251,0.360626213992926,92.85944346239991,5.007918887219722,4.430696462914581,1.9549685932455483,-1.021056385144026,4.0604088456217005,0.007868636703489494,0.0010083547398190911,4.546826084253886,3.739036374845249,-32.56515486710438,33.897323265911886,-2.3609731048367024,109.74969290532833,-5.326283024717295,12.841051926705008,0,1
G027.36-00.16,,280.4627375,-5.028734166666666,27.365018755523895,-0.16583551744408356,0.125,0.042,-1.8083548527057913,0.10989341890521781,-4.10808393426685,0.26786757515364806,91.9843678738504,3.000396313805031,3.6480615438055857,2.077430970339365,1.1330331085540037,4.01375271481555,-0.02157774335087898,0.015467185149047694,4.074863324182596,3.3564941272687636,-80.18212386162008,48.06937383487958,-22.129568531856393,52.63575303947105,-2.3964428722629947,9.526375827212224,1,0
G029.86-00.04,W43S,281.4982116666667,-2.7518280555555554,29.86235404758307,-0.04430388038070352,0.221,0.03,-2.3319304125071234,0.2590391859714155,-5.471705987325152,0.3021401915530221,101.03272351347026,2.9999081836118098,2.2540748616828012,0.3301701530966326,4.255442849813616,0.5750569247774171,-0.00021317568112832553,0.0008490540184552672,4.815563033550715,0.30938810117584015,45.97306748906581,13.300066699451527,0.38139565623238525,4.44746774992479,-1.180636007009542,6.101381271288622,0,1
G029.98+00.10,,281.41650916666663,-2.5757169444444443,29.981786908873673,0.10870528029669776,0.156,0.01,-0.9308134907528267,0.3206617962004175,-3.4941470257268916,0.31564741136980257,109.13609492758539,10.030120125336998,3.2064755476022473,0.20677256469754018,2.6234931561976524,0.35840435943960375,0.014509322136514796,0.0005756012846702518,4.143375243727967,0.0641735962892607,-63.704393084802334,18.938172820213303,17.6502787650128,12.198286112728395,-15.098863379804616,9.942835473826761,0,1
G030.19-00.16,,281.7627908333333,-2.5100744444444443,30.19808488637404,-0.16914209901434926,0.212,0.01,-2.0810427494350154,0.21971031601206395,-3.803743803358961,0.24991111283622813,108.03220493273821,3.030499490150935,2.3736067936792073,0.11262364092138198,4.102797917467053,0.19352099455190142,-0.010727408270509643,0.0007739167684975873,4.739932485022553,0.10952841089956154,14.596018890771889,8.102077580377525,24.11854088894796,3.857466685705237,10.336322166599231,5.049247814621768,0,1
G030.22-00.18,,281.7845745833334,-2.4914805555555555,30.22456064109808,-0.18002336531163532,0.284,0.032,-0.8724613285853124,0.3086702795168429,-4.701525669080849,0.3375354761305726,113.02054838426633,3.0250187329127285,1.7694103176289908,0.2130719162118006,5.144217403106984,0.3657321497641696,-0.007232654257534214,0.0015432967150036318,5.44001705535568,0.26493482930994294,49.9485439960403,10.234105849669033,29.653148052061482,4.612303110493887,-15.141569272244611,6.079422824734681,0,1
G030.41-00.23,,281.91982875,-2.3419186111111108,30.41930414667541,-0.23203670427991155,0.253,0.021,-1.9816492037774665,0.2817714697264963,-4.072830816290589,0.2891377561873152,102.94729849822056,2.9961442438822106,2.0004737312915366,0.16989098890160997,4.774283821269446,0.28934741211994125,-0.012402451491092264,0.0015274488259976525,5.176454496624371,0.19579645827635753,33.48739427905476,8.925548785043784,21.06374609522753,4.214151300810434,5.90563935961155,5.347359718912947,0,1
G030.78+00.20,,281.70035999999993,-1.814985,30.78812070099201,0.2035512648483566,0.14,0.032,-1.8495652611108797,0.15992303218584936,-3.909417013281338,0.19033782820261516,81.89437819124929,4.953424843103852,3.655198841636207,1.1428948314258178,2.0467938947526054,1.9181353991066539,0.027387601570831834,0.00681768537395479,4.313413851048852,1.1732622125806202,-65.80793720335888,36.12593970973272,-21.77401103119361,25.04010964260421,3.5272662240905466,6.46659721340018,0,1
G030.81-00.05,,281.94572958333333,-1.9073377777777776,30.817836048306493,-0.05681146368102075,0.321,0.037000000000000005,-2.339044279155148,0.3479360047682634,-5.656380262099435,0.348873460730483,105.01329272502409,5.024031110997648,1.5953337811999355,0.19806975973215335,5.507061329617074,0.3320296456218797,0.000941809804492935,0.000576270427893704,5.733481870696154,0.25459721686667713,66.94314415537025,6.738055716250392,11.866337616802255,5.986808376904399,0.4844668016814593,5.279664889512328,0,1
G032.74-00.07,,282.84109333333333,-0.2017277777777778,32.743998601016735,-0.07561954326359703,0.126,0.016,-3.1511279847714944,0.268085807094338,-6.095952302956832,0.28898247291450463,37.131430520748836,9.962631086739547,4.2905791464771355,0.5814805969311906,1.5093846861401055,0.9042195176637694,-0.00870987441339513,0.0019370852964903987,4.549721084272199,0.3746523040390195,16.143261493572815,11.818495820698514,-52.13453938513189,16.156460469177443,8.808151162195491,10.482393906088074,0,1
