glong,glat,plx,e_plx,Upec,Vpec
9.214501562373684,-0.20178401986576255,0.28125638,0.06410187,17.155133592575766,-1.8310201074579595
10.322582065798148,-0.15976309095023986,0.34535033,0.033818647,-6.807595796779357,-22.185494393835512
10.628762401846714,-0.33293427419314275,0.38889846,0.062608846,-23.0015087688917,-14.153933098201122
16.863852816256305,-2.158718684011113,0.45984662,0.07627223,-4.926508270957653,-7.84629534592014
17.02111143842585,-2.4026814379453247,0.53292847,0.096568555,3.982827054428244,-6.828969413383106
19.00861898230549,-0.02927879524970525,0.24468003,0.045664065,19.928807703051177,-32.8160131481979
19.364794581204375,-0.030218659385238107,0.36357954,0.056178547,-2.0807774891451816,-14.898926752606855
19.495878629696847,0.11540813737933626,0.11618036,0.0085325055,65.76049494420278,30.496777615353807
22.35649810059656,0.06636008021647362,0.2081749,0.03386841,15.563203175784848,-13.503377347027339
25.70947641263878,0.04382484083429205,0.11977221,0.011568782,-1.5413786351207859,-17.113502720819355
29.86235404758307,-0.04430388038070352,0.18333356,0.022657963,28.58758413309652,-5.3044170227296945
30.198084886374037,-0.16914209901434926,0.20856743,0.009482191,12.082378639610884,20.010601391754847
30.419304146675408,-0.23203670427991155,0.23345788,0.019429088,25.77306500646782,15.857359249862611
30.788120700992007,0.2035512648483566,0.19081602,0.016389985,-13.287796739776736,-4.882040205184808
32.74399860101673,-0.07561954326359703,0.10120542,0.01151945,7.146313340798397,-32.87375959368367
32.79690274874211,0.19085880269231165,0.08422875,0.006171782,11.39024353855724,-10.614389149219534
33.39324682286976,0.009930293754734967,0.14943144,0.013747114,-6.916592807312703,1.7055546545441302
36.11515249562877,0.552417516017583,0.2573144,0.03417835,-0.8497564935683065,8.674965505180609
37.478995245362846,-0.10479699963239832,0.117437415,0.015569721,-0.4749366494294043,-19.428954517990462
38.03751439318483,-0.30030798376774476,0.1093102,0.010362348,0.9825774106436894,-4.616687302346861
40.62252629485976,-0.1383352018401078,0.092904665,0.007988649,-15.304247428316788,-10.53411576867802
49.41561779563076,0.32574685738368936,0.09901335,0.009642148,-14.924953062131973,-40.936485910227844
49.48941604341323,-0.368967603608512,0.20684601,0.04473501,3.0494520271266814,-3.819197503809363
73.65270776749108,0.19422771072774792,0.09453157,0.008516925,16.991575379964104,0.6806234481677791
74.5695888585289,0.8457682350457756,0.3471895,0.07949995,-3.5757110930741414,-13.125008942808591
98.03586484832445,1.4459922020451168,0.21186472,0.076827124,-9.694657012996561,-32.781537861077936
108.5946502956341,0.49176673738739946,0.40619472,0.03155985,45.456949696216064,-3.622268021687688
110.19609843675002,2.4761750374699742,0.26478568,0.061294988,-0.3400674798996322,-29.6562895450717
111.23496496800085,-1.2381963239292646,0.3159553,0.060166027,32.517903872603505,2.5040507310015414
