gname,alias,ra,dec,glong,glat,plx,e_plx,mux,e_mux,muy,e_muy,vlsr,e_vlsr,x,x_std,y,y_std,z,z_std,R,R_std,Upec,Upec_std,Vpec,Vpec_std,Wpec,Wpec_std,is_tooclose,is_outlier
G030.41-00.23,,281.91982875,-2.3419186111111108,30.41930414667541,-0.23203670427991155,0.253,0.021,-1.98,0.28,-4.07,0.29,103.0,3.0,1.9969294852477397,0.16966793643876193,4.780320153315772,0.2889675235024852,-0.012370586031401641,0.0015254434152062036,5.180655184168189,0.19534135088976615,33.712446434252726,7.4917606867654545,16.254258133757077,1.4304460876011273,5.870361179088873,0.15411707727483354,0,1
G030.78+00.20,,281.70035999999993,-1.814985,30.78812070099201,0.2035512648483566,0.14,0.032,-1.85,0.16,-3.91,0.19,82.0,5.0,3.6585259376270525,1.1054800247505545,2.0412099858742123,1.855341637895028,0.02740744862329093,0.006594495651483949,4.319227802792306,1.0761680230079356,-66.56152583795699,35.56037131663033,-26.31261662803786,23.140747352655456,3.5256368814206556,1.4357183815046006,0,1
G030.81-00.05,,281.94572958333333,-1.9073377777777776,30.817836048306493,-0.05681146368102075,0.321,0.037000000000000005,-2.34,0.35,-5.66,0.35,105.0,5.0,1.5973830217666665,0.19803282875573114,5.503626132744591,0.33196773723651835,0.0009358476791294069,0.0005761629797420319,5.730753277472132,0.25548774445730976,67.20913213829088,4.1739683011456785,6.8676374020625985,3.1718367234737515,0.5137636539572066,0.9213968883652276,0,1
G032.74-00.07,,282.84109333333333,-0.2017277777777778,32.743998601016735,-0.07561954326359703,0.126,0.016,-3.15,0.27,-6.1,0.29,37.0,10.0,4.293554020136841,0.5894095084762947,1.5047586696575488,0.9165492095068855,-0.008719784604819482,0.0019634988656657974,4.550652193689574,0.39938180438482884,16.41183180488693,4.964693923367008,-58.52550525741279,13.225062554609725,8.735976718517964,0.09534097060651775,0,1
G032.79+00.19,,282.62805416666663,-0.033133333333333334,32.796902748742106,0.19085880269231165,0.10300000000000001,0.031,-2.94,0.24,-6.07,0.25,16.0,10.0,5.2665523180137,2.4044259529222427,0.008272834636873243,3.7313951796473943,0.0332893937176572,0.01264910858152503,5.266558815599462,3.532477761191902,14.457192777139646,3.7500127065093602,-57.01370190298948,117.00197759716714,0.9424163219137673,3.256324203555088,0,1
G033.39+00.00,,283.061005,0.41510388888888894,33.39324682286976,0.009930293754734969,0.113,0.028999999999999998,-2.48,0.13,-5.36,0.13,102.0,5.0,4.864553879755949,1.7654172455187438,0.8019860620138796,2.6780827248609467,0.0029061967068069448,0.000971568516835082,4.931442178191035,2.263777786231764,-51.37883313009445,31.08943255735499,-0.8455864525433299,46.912090766751135,-2.00493048406142,3.6497746780376925,0,1
G036.11+00.55,,283.8199695833333,3.084831111111111,36.11515249562877,0.552417516017583,0.24600000000000002,0.055999999999999994,-1.41,0.26,-3.76,0.27,75.0,5.0,2.403495618895062,0.7044399745044547,4.887141669187614,0.9655023019054814,0.043061279608943286,0.010984405215601848,5.454341926791039,0.39275860369660887,-4.833245660834068,26.71579337057461,6.175780140667229,11.739238150403077,-0.33349677840950953,2.620373027060621,0,0
G037.47-00.10,,285.0297625,3.9980486111111113,37.478995245362846,-0.10479699963239833,0.08800000000000001,0.03,-2.63,0.07,-6.19,0.15,58.0,3.0,6.911000300205686,3.5071418826025678,-0.8320487888499316,4.574057219238636,-0.020167252812733093,0.013067707122119456,6.960907292621394,4.921879853478335,-17.069025544505283,13.862332083292221,23.642341039909667,154.634740778128,-18.66169543641393,13.522838066588527,0,1
G038.03-00.30,,285.4602816666666,4.4052500000000006,38.03751439318483,-0.3003079837677448,0.095,0.022000000000000002,-3.01,0.06,-6.2,0.11,60.0,3.0,6.493812589862683,1.9323643742967183,-0.11908025004050767,2.4699633468328916,-0.054215730393351945,0.01779440990946956,6.494904314784692,2.414870606056101,-7.31791535439057,11.395259223294524,17.545468169108602,78.1235514339271,-0.44163262375600354,2.463306616661624,0,1
G040.62-00.13,,286.50678666666664,6.776705555555554,40.62252629485976,-0.1383352018401078,0.08,0.021,-2.69,0.09,-5.6,0.25,31.0,3.0,8.11169588099429,2.9864129309466745,-1.2751613162082276,3.481526454010868,-0.02957219354005179,0.012942903051418327,8.211312102708899,3.955938534934534,-18.33042710250928,4.398369121313821,22.210569703436676,116.33905217283184,-3.029202089133708,4.075352457661297,0,1
G049.41+00.32,,290.2467075,14.780448055555556,49.41561779563076,0.32574685738368936,0.132,0.031,-3.15,0.17,-4.49,0.66,-12.0,5.0,5.753862436847537,1.8409206580196622,3.252390225880652,1.5770008817499162,0.04627266922324516,0.013018360495847607,6.609461047959359,1.4777910552889988,-16.05593980222093,1.084493984532354,-69.4552650992174,36.71194305349458,31.837443284125683,7.6539953954188436,0,1
G049.48-00.36,W51IRS2,290.9159333333333,14.518041666666667,49.48941604341323,-0.36896760360851205,0.195,0.071,-2.49,0.14,-5.51,0.16,56.0,3.0,3.88498635762112,2.7355145123349898,4.862056449878912,2.337204799927056,-0.02892807062710963,0.024300322638813994,6.346051436471351,2.232974200865903,0.8698268085762709,17.283308019756632,-2.898514920470589,59.80797160273269,-2.208928426367544,7.063608540273889,0,0
G073.65+00.19,,304.09138333333334,35.60169277777778,73.65270776749108,0.19422771072774792,0.075,0.02,-2.31,0.17,-4.2,0.23,-76.0,10.0,12.768480915355681,4.614485196888771,4.436120147118892,1.3535175907863801,0.05030599406733381,0.016162619383882245,13.51714714463834,4.230434296080762,20.580334592536367,3.4351706572983183,53.08001839634409,101.19521580339654,-19.50166321267837,9.853360203156798,0,1
G074.56+00.84,IRAS20143+3634,304.05567375,36.72608888888889,74.5695888585289,0.8457682350457756,0.36700000000000005,0.083,-3.0,0.81,-4.37,0.98,-1.0,5.0,2.6361209257538043,0.7840402385336889,7.453718262671795,0.2164172508825169,0.04590600166217423,0.011992849489600622,7.906218788105003,0.20755368213325248,-2.872836733656761,2.2783614188378136,-14.58032486399452,4.9814435990516905,8.42033598686574,0.18353582288252204,0,0
G078.12+03.63,IRAS20126+4104,303.608625,41.225747222222225,78.12233662267856,3.6327523931431576,0.645,0.03,-2.06,0.84,0.98,0.84,-6.0,5.0,1.5137489190666236,0.06999404825618057,7.86291081150435,0.014724829337753922,0.10383295627013565,0.004542952525119249,8.007296811012276,0.00121256799735228,-34.6458357645955,1.86014663044193,-17.133064422539178,0.36404023233042426,23.145684031197746,0.7657868733818015,0,1
G098.03+01.44,,325.756,54.93827777777778,98.03586484832444,1.4459922020451168,0.366,0.161,-3.28,1.0,-0.63,1.0,-61.0,5.0,2.712219512672769,3.375720900731654,8.564225190045228,0.47652446512666397,0.07544866209785922,0.08695678192762618,8.983434075604281,2.6762706980086954,1.7339461256938824,10.21484060338695,-48.64416109929803,36.09296313525927,27.718532400630146,26.823521891388403,0,1
G108.59+00.49,,343.15964583333334,60.01441333333333,108.5946502956341,0.4917667373873994,0.405,0.033,-5.56,0.4,-3.4,0.4,-52.0,5.0,2.341919416950787,0.1954874606561476,8.969247927605426,0.06576733580936484,0.027727376559322885,0.0018484344482269093,9.269951183385237,0.11409516222314187,45.7639418500044,0.9937419530416448,-4.602704258111714,4.572484945841496,0.4395540267159337,0.5902165147698666,0,1
G110.19+02.47,IRAS22555+6213,344.37419166666666,62.496343611111115,110.19609843675,2.4761750374699742,0.314,0.07,-2.14,0.68,-0.32,0.77,-63.0,5.0,2.9929240794060945,0.8617541409512319,9.282226279918275,0.3169723805019127,0.14475049343268653,0.04007047322836727,9.752810838763063,0.6226220668413506,4.5630765515620055,6.637558265531992,-35.117240928428885,6.946470549348508,14.191678577523973,2.6913337809062665,0,1
G111.23-01.23,,349.3366200000001,59.479713888888895,111.23496496800085,-1.2381963239292646,0.3,0.081,-4.37,0.6,-2.38,0.6,-53.0,10.0,3.106917789709059,1.3403399758762753,9.388681640935653,0.5208437302849119,-0.0651086950894867,0.030496893098048983,9.889402464600822,1.087735214201895,32.68016984334572,0.8187737049783965,4.490722204224824,29.186472762424703,-1.2429861982100956,4.600819244775417,0,0
G111.54+00.77,NGC7538,348.43899999999985,61.46959722222223,111.54212948994171,0.7769384028762917,0.37799999999999995,0.017,-2.45,0.4,-2.44,0.4,-57.0,5.0,2.4600086863013666,0.11066402735335462,9.1524528353797,0.04368472878629257,0.042529731150060625,0.0016620421667470449,9.477290522112746,0.07107977798012205,17.889970268308637,0.6982506503769214,-23.692482303329882,1.3879901756294313,-10.030657551139958,0.7721393478697514,0,1
G136.84+01.16,,42.39002916666666,60.80768888888888,136.84514450512646,1.167414630612131,0.47,0.115,0.42,0.5,-0.43,0.5,-42.0,5.0,1.453132545043222,0.5327285474232254,9.731214257348089,0.5681866351880989,0.05018243789043654,0.016350346723131955,9.839112008503538,0.6692401290634749,7.573162071166137,9.014793200481263,-18.440647314605997,1.0838569958336264,5.096503436713947,0.7455650609569592,0,0
G182.67-03.26,,84.86843666666667,24.94220722222223,182.6780127655037,-3.265397302996912,0.157,0.042,0.44,0.35,-0.45,0.36,-7.0,10.0,-0.29698810451104934,0.1223330740294669,14.53232576441082,2.6160404977379,-0.35286127891836816,0.14764776611306255,14.535360128224534,2.6182920106906575,11.333690510624406,0.8270325471413228,0.8843832373517557,6.291922602903999,11.878505930258402,1.66757996269693,0,0
G188.79+01.03,IRAS06061-2151,92.2790625,21.84483333333333,188.79369548865986,1.0306622558850218,0.496,0.10300000000000001,-0.1,0.5,-3.91,0.5,-5.0,5.0,-0.3080036680304161,0.08019984065975813,10.172328858085475,0.5184198558145238,0.043134464941333876,0.009777790983027434,10.17699074660868,0.5210411410187054,14.210526952125198,2.057908959298822,-19.62702963459654,7.55673130882061,-10.7080481673055,4.927200904754816,0,0
G000.31-00.20,G000.31-0.20,266.78795499999995,-28.77118833333334,0.3152592880390072,-0.20083724333908246,0.342,0.042,0.21,0.39,-1.76,0.64,18.0,3.0,0.016112335610336335,0.002137039745186698,5.253432089904297,0.38834238207347715,-0.006675501100448401,0.0016259341883966367,5.253456798203927,0.38833220570013477,17.422682481097457,0.14824989565279814,-6.462785083785064,0.86537349207427,-7.111581643565806,2.0103450297239136,0,0
G005.88-00.39,G005.88-0.39,270.1261670833333,-24.067937777777768,5.884193454612775,-0.3923617226509042,0.33399999999999996,0.02,0.18,0.34,-2.26,0.34,9.0,5.0,0.306730495806298,0.01855539315044974,5.205210957436836,0.18003966082544728,-0.016884658151472706,0.001359180959311255,5.2142405687192905,0.1785858796198328,-2.7351459781877527,1.0061078511233954,-13.58620901587318,0.5913146088848003,-10.034443191540086,1.0969172740292832,0,0
G006.79-00.25,G006.79-0.25,270.49063541666663,-23.2095125,6.795315908924412,-0.2572553029452956,0.28800000000000003,0.021,-0.3,0.3,-1.3,0.31,22.0,5.0,0.4109335533154365,0.030746714194860227,4.732805436961804,0.25802659600142214,-0.012293815231530204,0.0013375965492171465,4.7506119278863075,0.2541624656566247,3.023037684957537,2.339272672786661,-2.565188963778837,0.7779962090416546,1.7370599762481609,0.47055296219969706,0,0
G007.47+00.05,G007.47+0.05,270.55492625,-22.466383611111112,7.470695519931099,0.05836478557150925,0.049,0.006999999999999999,-2.43,0.1,-4.43,0.16,-14.0,10.0,2.6499141532178245,0.4078715827454491,-12.026632880166229,3.110390155304339,0.013004271244684552,0.0011422231664885668,12.315110371154601,3.126504394403587,4.808719030495905,1.0537628922328919,14.137726285401783,78.377917917851,0.7171511724360977,1.1314527932610052,0,0
G008.34-01.00,VXSgr,272.0168791666666,-22.22404611111111,8.344133233567696,-1.001949271180782,0.64,0.04,0.36,0.76,-2.92,0.78,5.0,5.0,0.22649976172035427,0.01439757704331799,6.637141479631509,0.09815919942062391,-0.022728324913961928,0.0017996449494036588,6.641005131958906,0.09759692064456511,-2.25590030876323,0.4302915549373737,-9.278164742782593,1.0550212310811495,-4.6130463221988744,0.8150464801832363,0,0
G011.10-00.11,G011.10-0.10,272.6176958333333,-19.37506,11.109056798808039,-0.1141616285891001,0.364,0.027000000000000003,-0.2,0.38,-2.0,0.41,29.0,5.0,0.528898451430626,0.04024466513064903,5.487806947252446,0.20495659352495085,-0.0016343584682421606,0.000549204160583043,5.513234863692815,0.19990423344501027,8.776468126885101,2.016487676496794,-7.136244836333503,0.8001345906232109,-2.253468456394131,0.782912206891644,0,0
G011.49-01.48,G011.50-1.49,274.0922195833333,-19.690894166666666,11.49739107867832,-1.4853403015859088,0.8,0.033,1.42,0.52,-0.6,0.65,11.0,3.0,0.24927519001915455,0.010337689387530307,6.955899234144392,0.050821160376671136,-0.027638004316466982,0.0013777214542910862,6.960364378100447,0.05041437788678048,-0.7646587950696584,0.4526216467324389,9.661582697431896,0.02603459697773561,-0.9684588728801486,0.37725764414431834,0,0
G011.91-00.61,G011.91-0.61,273.49216875,-18.905632777777775,11.917706166890024,-0.6131241747829906,0.297,0.05,0.66,0.69,-1.36,0.75,37.0,5.0,0.6960998960121164,0.13363426252339264,4.883237428261884,0.6331597807357251,-0.03262162869041632,0.007334422487673708,4.9326020360460685,0.5886215951783782,2.387955744840127,14.127024839675945,8.555310426732461,4.86578378312745,-11.853815619752508,3.774420649359954,0,0
G012.68-00.18,W33B,273.47810708333327,-18.029607777777773,12.68060538759639,-0.1822956124191795,0.41600000000000004,0.027999999999999997,-1.0,0.95,-2.85,0.95,58.0,10.0,0.5274955065460251,0.03606228271787587,5.836991462234208,0.16027313123919312,-0.0035724126344585027,0.0006259328720904664,5.860778176967738,0.15623256078793352,40.961377198534755,1.2802101938826564,-8.392467334001509,1.408129252625221,2.3649296576610768,0.37892278123320944,0,1
G012.81-00.19,W33M,273.55858333333333,-17.919805555555556,12.813647319205213,-0.19700025679204397,0.34299999999999997,0.037000000000000005,-0.4,0.7,-0.25,0.7,34.0,5.0,0.6453798966186711,0.07174603078518296,5.343855303849976,0.31544188259750067,-0.006248839025414412,0.0013153659818391978,5.382685641893371,0.30323732966246464,1.9787851220952826,5.1721798889330355,13.13156547516644,1.063687279884471,11.189451195718673,0.35525225236983277,0,0
