R0_mode,R0_hpdlow,R0_hpdhigh,R0_up_err,R0_low_err,Zsun_mode,Zsun_hpdlow,Zsun_hpdhigh,Zsun_up_err,Zsun_low_err,Usun_mode,Usun_hpdlow,Usun_hpdhigh,Usun_up_err,Usun_low_err,Vsun_mode,Vsun_hpdlow,Vsun_hpdhigh,Vsun_up_err,Vsun_low_err,Wsun_mode,Wsun_hpdlow,Wsun_hpdhigh,Wsun_up_err,Wsun_low_err,Upec_mode,Upec_hpdlow,Upec_hpdhigh,Upec_up_err,Upec_low_err,Vpec_mode,Vpec_hpdlow,Vpec_hpdhigh,Vpec_up_err,Vpec_low_err,roll_mode,roll_hpdlow,roll_hpdhigh,roll_up_err,roll_low_err,a2_mode,a2_hpdlow,a2_hpdhigh,a2_up_err,a2_low_err,a3_mode,a3_hpdlow,a3_hpdhigh,a3_up_err,a3_low_err
8.180075953791926,8.151701544378852,8.203591731456187,0.023515777664261606,0.028374409413073565,6.758190300132895,-3.9998833806187797,15.979396312205758,9.221206012072862,10.758073680751675,8.207655164930555,5.9091994826858105,10.292682819538287,2.0850276546077318,2.298455682244745,10.214121745036053,5.0806550874605065,15.01279709885667,4.798675353820617,5.133466657575546,8.43432006224975,7.6718014095638605,9.08936964308058,0.6550495808308305,0.7625186526858894,2.5682529987873615,0.1247113607786563,4.461593208370266,1.8933402095829042,2.443541638008705,-5.382784195251769,-9.977684045816448,-0.6097874512543555,4.772996743997414,4.594899850564678,0.019931736293139768,-0.09187541620151418,0.10706420685793905,0.08713247056479928,0.11180715249465395,0.9994540669180609,0.9614521644494913,1.0387226994689163,0.03926863255085533,0.038001902468569604,1.6219434958917123,1.6067393050418124,1.6439533721696626,0.02200987627795037,0.015204190849899879
