R0_mode,R0_hpdlow,R0_hpdhigh,R0_up_err,R0_low_err,Zsun_mode,Zsun_hpdlow,Zsun_hpdhigh,Zsun_up_err,Zsun_low_err,Usun_mode,Usun_hpdlow,Usun_hpdhigh,Usun_up_err,Usun_low_err,Vsun_mode,Vsun_hpdlow,Vsun_hpdhigh,Vsun_up_err,Vsun_low_err,Wsun_mode,Wsun_hpdlow,Wsun_hpdhigh,Wsun_up_err,Wsun_low_err,Upec_mode,Upec_hpdlow,Upec_hpdhigh,Upec_up_err,Upec_low_err,Vpec_mode,Vpec_hpdlow,Vpec_hpdhigh,Vpec_up_err,Vpec_low_err,roll_mode,roll_hpdlow,roll_hpdhigh,roll_up_err,roll_low_err,a2_mode,a2_hpdlow,a2_hpdhigh,a2_up_err,a2_low_err,a3_mode,a3_hpdlow,a3_hpdhigh,a3_up_err,a3_low_err
8.178784250139117,8.151131595577205,8.203135095201096,0.024350845061979598,0.027652654561912016,6.350347306993278,-4.68965956541869,15.396030357292112,9.045683050298834,11.040006872411968,10.58928919363547,9.636830024413758,11.803674634393152,1.2143854407576828,0.9524591692217115,11.79481485823134,9.563988445041417,13.844763454135594,2.0499485959042527,2.2308264131899236,8.040845240916575,7.48380786496717,8.686383882203737,0.6455386412871622,0.5570373759494043,4.873153634973474,3.5740543571678365,6.220367700845987,1.347214065872513,1.2990992778056376,-3.60129138537952,-5.763372258977728,-1.2858714427317945,2.3154199426477255,2.1620808735982076,-0.0005321078770630927,-0.09499466738424023,0.10125944331601577,0.10179155119307887,0.09446255950717714,0.9728437026103098,0.9416772143857496,1.010707122188908,0.03786341957859807,0.03116648822456025,1.620294491092006,1.6081997008175701,1.62998689151741,0.00969240042540398,0.01209479027443594
