R0_mode,R0_hpdlow,R0_hpdhigh,R0_up_err,R0_low_err,Zsun_mode,Zsun_hpdlow,Zsun_hpdhigh,Zsun_up_err,Zsun_low_err,Usun_mode,Usun_hpdlow,Usun_hpdhigh,Usun_up_err,Usun_low_err,Vsun_mode,Vsun_hpdlow,Vsun_hpdhigh,Vsun_up_err,Vsun_low_err,Wsun_mode,Wsun_hpdlow,Wsun_hpdhigh,Wsun_up_err,Wsun_low_err,Upec_mode,Upec_hpdlow,Upec_hpdhigh,Upec_up_err,Upec_low_err,Vpec_mode,Vpec_hpdlow,Vpec_hpdhigh,Vpec_up_err,Vpec_low_err,roll_mode,roll_hpdlow,roll_hpdhigh,roll_up_err,roll_low_err,a2_mode,a2_hpdlow,a2_hpdhigh,a2_up_err,a2_low_err,a3_mode,a3_hpdlow,a3_hpdhigh,a3_up_err,a3_low_err
8.174602364395952,8.152327994803885,8.203851536587552,0.029249172191599726,0.022274369592066634,5.398550615892994,-5.217506973831743,15.136588404963796,9.738037789070802,10.616057589724736,10.878914326160878,9.787817216134286,11.953847034557445,1.0749327083965667,1.0910971100265918,10.696801784160257,4.437871073817348,16.55903970300256,5.862237918842304,6.258930710342909,8.087892505141708,7.526699119144016,8.703394928494015,0.6155024233523072,0.5611933859976919,4.9071771802606285,3.6240793260129482,6.243737445101962,1.3365602648413333,1.2830978542476803,-4.521832904300172,-10.490025082150021,1.2316761016845703,5.753509005984743,5.968192177849849,-0.010742182667190958,-0.09566951191819106,0.10424791800009237,0.11499010066728332,0.0849273292510001,0.9768982857793898,0.9270388851533303,1.01073145048993,0.03383316471054032,0.049859400626059425,1.626400628724733,1.6027088891994488,1.6471513247227407,0.020750695998007718,0.02369173952528425
