gname,alias,glong,glat,plx,e_plx,mux,e_mux,muy,e_muy,vlsr,e_vlsr,Upec,Vpec,Wpec,is_tooclose,is_outlier
G098.03+01.44,,98.03586484832445,1.4459922020451168,0.366,0.161,-3.28,1.0,-0.63,1.0,-61.0,5.0,5.883226158879131,-52.901828454022365,22.72232645935466,0,1
G108.59+00.49,,108.5946502956341,0.49176673738739946,0.405,0.033,-5.56,0.4,-3.4,0.4,-52.0,5.0,45.60481349772182,-5.508270851050526,0.5354712348780106,0,1
G110.19+02.47,IRAS22555+6213,110.19609843675002,2.4761750374699742,0.314,0.07,-2.14,0.68,-0.32,0.77,-63.0,5.0,6.870018898223983,-37.316229546435096,13.391693988386578,0,1
G111.23-01.23,,111.23496496800085,-1.2381963239292646,0.3,0.081,-4.37,0.6,-2.38,0.6,-53.0,10.0,32.891858332351426,-2.6669293428469416,-0.02227689365049379,0,0
G111.54+00.77,NGC7538,111.5421294899417,0.7769384028762917,0.378,0.017,-2.45,0.4,-2.44,0.4,-57.0,5.0,17.9561256446427,-23.972472557817696,-9.965315367058345,0,1
G136.84+01.16,,136.84514450512646,1.1674146306121307,0.47,0.115,0.42,0.5,-0.43,0.5,-42.0,5.0,10.497605712603198,-18.547350146336782,5.292510894107725,0,0
G182.67-03.26,,182.67801276550367,-3.265397302996912,0.157,0.042,0.44,0.35,-0.45,0.36,-7.0,10.0,10.985797469413383,2.1290431318538765,11.42329709546437,0,0
G188.79+01.03,IRAS06061-2151,188.79369548865986,1.0306622558850218,0.496,0.103,-0.1,0.5,-3.91,0.5,-5.0,5.0,13.547310866288175,-17.678115529749874,-9.31798101657115,0,0
G000.31-00.20,G000.31-0.20,0.3152592880390072,-0.20083724333908243,0.342,0.042,0.21,0.39,-1.76,0.64,18.0,3.0,17.44755136804815,-6.583728438357184,-6.659755059122009,0,0
G005.88-00.39,G005.88-0.39,5.884193454612775,-0.3923617226509042,0.334,0.02,0.18,0.34,-2.26,0.34,9.0,5.0,-2.633060315309012,-13.644719190759929,-9.91808239374425,0,0
G006.79-00.25,G006.79-0.25,6.795315908924413,-0.2572553029452956,0.288,0.021,-0.3,0.3,-1.3,0.31,22.0,5.0,3.337819296279849,-2.7539600242799054,1.8039584837809368,0,0
G007.47+00.05,G007.47+0.05,7.4706955199311,0.05836478557150925,0.049,0.007,-2.43,0.1,-4.43,0.16,-14.0,10.0,4.5417884191842,-4.82024328009976,0.9906986989416646,0,0
G008.34-01.00,VXSgr,8.344133233567698,-1.001949271180782,0.64,0.04,0.36,0.76,-2.92,0.78,5.0,5.0,-2.2134924441865422,-9.31966423036397,-4.526406049938684,0,0
G011.10-00.11,G011.10-0.10,11.109056798808037,-0.1141616285891001,0.364,0.027,-0.2,0.38,-2.0,0.41,29.0,5.0,9.031556549227414,-7.157365451124207,-2.1511034506666995,0,0
G011.49-01.48,G011.50-1.49,11.497391078678321,-1.4853403015859088,0.8,0.033,1.42,0.52,-0.6,0.65,11.0,3.0,-0.7218466640261626,9.501324095099278,-0.9304962585019503,0,0
G011.91-00.61,G011.91-0.61,11.917706166890026,-0.6131241747829906,0.297,0.05,0.66,0.69,-1.36,0.75,37.0,5.0,5.010687700858406,8.003491185021232,-10.828414592252106,0,0
G012.68-00.18,W33B,12.68060538759639,-0.1822956124191795,0.416,0.028,-1.0,0.95,-2.85,0.95,58.0,10.0,41.11767231036968,-8.35288375408868,2.4118756499651175,0,1
G012.81-00.19,W33M,12.813647319205213,-0.197000256792044,0.343,0.037,-0.4,0.7,-0.25,0.7,34.0,5.0,2.8567377698500063,12.848508359292282,11.123877567312913,0,0
G012.88+00.48,W33A,12.888828423096749,0.4891010634666449,0.404,0.044,0.15,0.43,-2.3,0.52,35.0,7.0,15.014285055701565,-4.312708431601948,-5.9514334635400346,0,0
G012.90-00.24,W33A,12.900918412281614,-0.2414988120833986,0.408,0.025,0.19,0.4,-2.52,0.4,36.0,5.0,16.372093914096933,-6.050620419195894,-7.84870284422688,0,0
G012.90-00.26,W33A,12.908573475865381,-0.260515343411919,0.396,0.032,-0.36,0.4,-2.22,0.4,37.0,5.0,16.775565026546307,-6.071165082378286,-0.846113947278937,0,0
G013.71-00.08,G013.71-0.08,13.712772905190688,-0.08357249590896319,0.264,0.014,-0.29,0.28,-2.16,0.29,44.0,5.0,5.110200417811844,-5.747289335522794,-5.826223562371403,0,0
G013.87+00.28,G013.87+0.28,13.873851346076345,0.28123456627745236,0.254,0.024,-0.25,2.0,-2.49,2.0,48.0,10.0,8.735140295238443,-8.354767950776306,-9.577325342999757,0,0
G014.33-00.64,G014.33-0.64,14.331809220605823,-0.6449915014717299,0.893,0.101,0.95,1.5,-2.4,1.3,22.0,5.0,11.33807635869582,3.2745250817062583,-2.2375845293821737,0,0
G014.63-00.57,G014.63-0.57,14.636659788569817,-0.5759736776586776,0.546,0.022,0.22,1.2,-2.07,1.2,19.0,5.0,2.294977536663371,-3.166922131612523,-2.127215279672763,0,0
G015.03-00.67,G015.03-0.68,15.034454144972516,-0.6771653895354851,0.499,0.026,0.68,0.53,-1.42,0.54,22.0,3.0,0.5328063053402241,3.7977901379321963,-4.018258480407299,0,0
G016.58-00.05,G016.58-0.05,16.585151904401133,-0.05056506486036847,0.279,0.023,-1.13,0.34,-2.59,0.35,60.0,5.0,21.915488871462717,-8.05930360024297,4.261596866855706,0,0
G017.55-00.12,IRC-10414,17.55098166476619,-0.12621787857867428,0.497,0.038,-0.04,1.04,-2.01,1.04,44.0,10.0,20.677499844606405,5.153155921371422,-0.5642696453319545,0,0
G017.63+00.15,G017.63+0.15,17.638322059105924,0.15648197284194454,0.669,0.019,-0.26,1.41,-1.53,1.41,25.0,10.0,7.493739468947026,3.2649895170752927,4.637102523130979,0,0
G018.34+01.76,G018.34+1.76,18.34134321996305,1.7681359375571692,0.5,0.019,-0.32,0.53,-1.99,0.76,28.0,3.0,5.340616695306817,-1.8948190037838515,2.235008052723413,0,0
G018.87+00.05,G018.87+0.05,18.873712001325543,0.05329127411267487,0.297,0.049,-0.17,0.32,-1.9,0.37,39.0,3.0,-4.121285665819165,-1.0607162438684554,-3.1143627493860855,0,0
G023.00-00.41,G023.00-0.41,23.009732531257157,-0.4106074690445545,0.205,0.015,-1.72,0.22,-4.12,0.37,79.0,5.0,16.535206010063543,-17.39997695607525,-0.941187243158101,0,0
G023.20-00.37,G023.20-0.37,23.206426993566257,-0.37766312675142266,0.239,0.034,-1.45,0.5,-3.4,0.51,82.0,10.0,23.777315503500603,-1.4005273190691696,2.258058079280959,0,0
G023.38+00.18,G023.38+0.18,23.38904771260075,0.18538132690356354,0.208,0.025,-1.57,0.23,-3.92,0.26,75.0,3.0,12.070585408683929,-15.848662686593599,-1.021509946646523,0,0
G023.65-00.12,G023.65-0.12,23.656704649214,-0.1273173102429206,0.313,0.039,-1.32,0.2,-2.96,0.2,81.0,3.0,34.86224365924805,8.463386905198178,5.061208488933309,0,1
G024.63-00.32,G024.63-0.32,24.634014733998125,-0.3236682101479086,0.242,0.045,-0.31,0.27,-2.73,0.3,43.0,5.0,-19.101815006486706,-10.97776691644043,-10.106684586007319,0,1
G028.14-00.00,G028.14-0.00,28.146736114864105,-0.004448489059502129,0.158,0.023,-2.11,0.17,-4.85,0.17,100.0,5.0,0.30987607341493767,-5.301375469550862,-1.8788728523750144,1,0
G028.30-00.38,G028.30-0.38,28.30461376453355,-0.3875637898243574,0.221,0.022,-1.62,0.23,-3.97,0.23,87.0,5.0,14.190957445570572,0.3444943481171663,-0.3134282023347108,0,0
G028.39+00.08,G028.39-0.08,28.39696032379618,0.0803015348553419,0.231,0.015,-1.4,0.24,-3.26,0.24,75.0,5.0,-1.8378857881490431,0.46329893998108673,3.1014673291271535,0,0
G028.83-00.25,G028.83-0.25,28.832263978205695,-0.2527226235153818,0.2,0.04,-1.89,0.22,-4.53,0.22,87.0,5.0,19.358433847265523,-7.271190128747463,-0.8682154698321067,0,0
G028.86+00.06,G028.86+0.07,28.86189583762602,0.06568572107888841,0.201,0.019,-3.19,0.42,-5.72,0.48,100.0,10.0,53.92192981841671,-16.08033112000203,13.241780555511742,0,1
G029.95-00.01,W43S,29.95535735860859,-0.01609362155956864,0.207,0.019,-2.36,0.2,-5.38,0.2,99.0,5.0,39.776646829554544,-6.243906133571073,-0.0717319234787599,0,1
G030.70-00.06,G030.70-0.06,30.702612637379612,-0.06826033982916073,0.153,0.02,-2.33,0.18,-4.95,0.18,89.0,3.0,-8.22371854563257,-14.441734494978874,2.327288852284699,0,0
G030.74-00.04,G030.74-0.04,30.74870960107436,-0.048962552178467726,0.326,0.055,-2.38,0.38,-4.46,0.38,88.0,3.0,47.08806260547811,6.597752574466085,9.092280182163101,0,1
G030.97-00.14,G030.97-0.14,30.972373449134494,-0.14170442807291,0.294,0.022,-2.14,0.31,-3.82,0.34,77.0,3.0,25.23781966895603,1.9750633942637137,10.445973199837402,0,1
G031.24-00.11,G031.24-0.11,31.242956031992385,-0.11083787919714606,0.076,0.014,-2.8,0.19,-5.54,0.19,24.0,10.0,-15.714322804725878,-25.220949887733383,5.827537487814133,0,0
G031.28+00.06,W43M,31.280793161088436,0.06163046197692942,0.184,0.017,-1.99,0.19,-4.58,0.22,110.0,5.0,8.91491299285174,14.062241609570293,0.0026264232891097805,0,0
G031.41+00.30,G031.41+0.30,31.411680178447348,0.3069107392290935,0.267,0.029,-1.58,0.7,-5.82,0.7,97.0,15.0,52.475108645195036,0.002425259634321719,-13.262039950950026,0,0
G031.58+00.07,W43M,31.580940884016176,0.07833223058323738,0.183,0.032,-1.97,0.4,-4.43,0.4,96.0,5.0,4.408278773055069,3.6254498036681753,1.5381685248154238,0,0
G032.04+00.05,G032.04+0.05,32.044751441002475,0.05901306308858758,0.198,0.015,-2.05,0.21,-4.77,0.21,98.0,5.0,15.780598964981804,3.728317359184757,-0.24802884100628475,0,0
G033.09-00.07,G033.09-0.07,33.09233817699092,-0.07292822935478745,0.134,0.016,-2.46,0.15,-5.32,0.15,100.0,5.0,-20.696884318374796,-3.259279490789055,-0.312820345161386,0,1
G033.64-00.22,G033.64-0.22,33.641353299674236,-0.22774335942656015,0.131,0.02,-3.1,0.15,-6.27,0.14,60.0,3.0,21.163625894054288,-37.71429015298625,4.278182769332215,0,1
G034.41+00.23,G034.41+0.23,34.411347255476784,0.23484880798495683,0.34,0.011,0.12,0.72,-4.18,0.72,60.0,10.0,8.152469275754317,3.7433180847934864,-19.80176259155078,0,0
G034.79-01.38,G034.79-1.38,34.79129841043613,-1.386534296931711,0.381,0.02,-0.31,0.62,-2.8,0.72,45.0,5.0,-6.412969929286893,3.993551369576892,-5.0355123035551355,0,0
G035.02+00.34,G035.02+0.34,35.02473625223476,0.3496880117017388,0.43,0.04,-0.92,0.9,-3.61,0.9,52.0,5.0,12.293117178525831,4.474443242536523,-0.7190126991403574,0,0
G035.19-00.74,G035.20-0.74,35.19702269335042,-0.7432143222481172,0.456,0.045,-0.18,0.5,-3.63,0.5,30.0,7.0,-3.5844827861149096,-7.724639306751442,-7.38586899836721,0,0
G035.20-01.73,G035.20-1.73,35.20026749469471,-1.7365020254432326,0.412,0.014,-0.68,0.44,-3.6,0.44,43.0,5.0,2.935003865106596,-2.5388083760795723,-4.679459008391483,0,0
G035.79-00.17,G035.79-0.17,35.79270976116863,-0.17467486124400444,0.113,0.013,-2.96,0.12,-6.23,0.14,61.0,5.0,4.914008912522041,-19.264493503848087,-0.8448022887463384,0,0
G037.42+01.51,G037.43+1.52,37.42959860980132,1.5171744279328931,0.532,0.021,-0.45,0.35,-3.69,0.39,41.0,3.0,7.53512062212096,3.385174471061873,-2.7005119501306076,0,0
G038.11-00.22,G038.11-0.22,38.11898310051321,-0.2288543184845349,0.242,0.035,-2.79,0.27,-5.25,0.31,76.0,5.0,27.60856075441277,-5.840478621749526,9.21612828023644,0,0
G040.28-00.21,G040.28-0.21,40.2818472660697,-0.2194082499129248,0.297,0.019,-1.8,0.31,-3.82,0.33,74.0,5.0,6.761890862056986,14.306714989530121,5.335073330971498,0,0
G040.42+00.70,G040.42+0.70,40.42504894497153,0.7001418836757184,0.078,0.013,-2.95,0.09,-5.48,0.1,10.0,5.0,-1.6313818973783412,1.5503993043555226,14.305729124113178,0,1
G041.15-00.20,G041.15-0.20,41.15598508592042,-0.20088804170370891,0.125,0.018,-2.79,0.14,-5.85,0.16,60.0,3.0,-3.7707004982294836,-16.202894078146215,-0.03851234487078514,0,0
G041.22-00.19,G041.22-0.19,41.226062958855465,-0.1972047771246814,0.113,0.022,-2.82,0.13,-5.89,0.16,59.0,5.0,-6.205422979325006,-11.769602192963475,-0.31849594782836377,0,0
G042.03+00.19,G042.03+0.19,42.034420659047015,0.19012662417462636,0.071,0.012,-2.4,0.09,-5.64,0.11,12.0,5.0,-7.644187519111698,32.811715181831715,-21.600409318369092,0,1
G043.03-00.45,G043.03-0.45,43.03800702376548,-0.45294778054078455,0.13,0.019,-3.03,0.15,-6.56,0.2,56.0,5.0,24.092900349044285,-9.712395682689703,-4.595292559331163,0,0
G043.16+00.01,W49N,43.16640518860843,0.011163502230476451,0.09,0.007,-2.88,0.2,-5.41,0.2,10.0,5.0,-4.281577220724958,-15.320382258301919,10.825636628540963,0,0
