gname,ra,dec,glong,glat,plx,e_plx,vlsr,e_vlsr,Rgal,Rgal_kde,Rgal_err_neg,Rgal_err_pos,Rtan,Rtan_kde,Rtan_err_neg,Rtan_err_pos,near,near_kde,near_err_neg,near_err_pos,far,far_kde,far_err_neg,far_err_pos,distance,distance_kde,distance_err_neg,distance_err_pos,tangent,tangent_kde,tangent_err_neg,tangent_err_pos,vlsr_tangent,vlsr_tangent_kde,vlsr_tangent_err_neg,vlsr_tangent_err_pos
G359.13+00.03,265.85671208333326,-29.654875277777784,359.1373497015032,0.03164965568619413,0.165,0.031,-1.0,10.0,0.8468075339052683,<pyqt_fit.kde.KDE1D object at 0x7f1100334bb0>,0.6959337849446554,6.132916479824775,0.13267188375002328,<pyqt_fit.kde.KDE1D object at 0x7f110031edc0>,0.009899892908269314,0.02672971085232717,7.538492492492486,<pyqt_fit.kde.KDE1D object at 0x7f11002dc760>,2.4210570570570553,0.7545075075075065,10.489576576576567,<pyqt_fit.kde.KDE1D object at 0x7f11002e5460>,2.2185765765765755,5.220180180180176,7.935285285285278,<pyqt_fit.kde.KDE1D object at 0x7f1106fd7970>,3.5123423423423397,2.4316216216216198,8.241164164164157,<pyqt_fit.kde.KDE1D object at 0x7f1107005970>,0.050552552552552754,0.05942142142142259,-25.152274668246612,<scipy.stats.kde.gaussian_kde object at 0x7f110701d0a0>,6.99487671466904,4.026319279663152
G359.93-00.14,266.5079929166666,-29.066298333333336,359.9358046522043,-0.14465979579567287,0.181,0.029,-10.0,10.0,0.009170146100594617,<pyqt_fit.kde.KDE1D object at 0x7f11003081c0>,0.0,1.7269725175956938,0.014996261983099134,<pyqt_fit.kde.KDE1D object at 0x7f1100317910>,0.0058375716644188756,0.05253814497976988,8.16744744744744,<pyqt_fit.kde.KDE1D object at 0x7f110030c3a0>,0.23992492492492445,0.10755255255255314,8.57567767767767,<pyqt_fit.kde.KDE1D object at 0x7f11002e5700>,0.4376776776776765,2.472878878878877,8.235485485485478,<pyqt_fit.kde.KDE1D object at 0x7f1106fd7b20>,0.5103403403403401,0.48032032032032035,8.204979979979973,<pyqt_fit.kde.KDE1D object at 0x7f1107005af0>,0.04370570570570642,0.05827427427427345,-8.715644257994592,<scipy.stats.kde.gaussian_kde object at 0x7f1106fae4c0>,3.014058944330076,3.6703459725309795
G000.37+00.03,266.58917166666663,-28.59439472222222,0.37587051594994725,0.03998288982206162,0.125,0.047,37.0,10.0,0.06422109725253622,<pyqt_fit.kde.KDE1D object at 0x7f1100308460>,0.010603556996462711,0.021514463471083767,0.0645476620636932,<pyqt_fit.kde.KDE1D object at 0x7f1100317160>,0.011116466532225193,0.04124794160641451,8.075200200200193,<pyqt_fit.kde.KDE1D object at 0x7f110030c760>,1.0315105105105093,0.10379979979980014,8.205120120120112,<pyqt_fit.kde.KDE1D object at 0x7f11002e5880>,0.048642642642642286,0.05372072072072065,8.121092092092084,<pyqt_fit.kde.KDE1D object at 0x7f1106fd7ca0>,0.0870700700700695,0.08037237237237349,8.136765765765759,<pyqt_fit.kde.KDE1D object at 0x7f110700e940>,0.06493993993993996,0.04579579579579551,13.292199698008332,<scipy.stats.kde.gaussian_kde object at 0x7f1106fae8e0>,2.5229998134041303,5.798473255367384
G000.67-00.03,266.8333333333333,-28.37777777777778,0.6723936512495867,-0.031085589754245226,0.129,0.012,62.0,5.0,,,,,0.10598770863992242,<pyqt_fit.kde.KDE1D object at 0x7f110032a250>,0.010713314810306337,0.028413574062116795,,,,,,,,,8.124804804804798,<pyqt_fit.kde.KDE1D object at 0x7f1106fd7400>,0.06212312312312385,0.04525525525525431,8.124804804804798,<pyqt_fit.kde.KDE1D object at 0x7f1107014bb0>,0.06212312312312385,0.04525525525525431,21.080470592727607,<scipy.stats.kde.gaussian_kde object at 0x7f1106faecd0>,4.404118093029304,5.590856501330617
G001.00-00.23,267.23035208333334,-28.196733333333334,1.0080088997502155,-0.23691464594107528,0.09,0.057,2.0,5.0,1.253579470754193,<pyqt_fit.kde.KDE1D object at 0x7f11003086a0>,1.0625847582497516,2.103484113269917,0.15383808720131772,<pyqt_fit.kde.KDE1D object at 0x7f110032a3d0>,0.010676704160165251,0.020463682973650033,4.089567567567564,<pyqt_fit.kde.KDE1D object at 0x7f110030ca00>,4.0795675675675644,1.100108108108107,9.55272672672672,<pyqt_fit.kde.KDE1D object at 0x7f11002e5a00>,1.2643303303303295,2.027288288288286,9.646426426426418,<pyqt_fit.kde.KDE1D object at 0x7f1106fdf0a0>,6.844564564564559,3.5423623623623595,8.117084084084077,<pyqt_fit.kde.KDE1D object at 0x7f1107005bb0>,0.058730730730729874,0.048684684684685564,28.48461585411532,<scipy.stats.kde.gaussian_kde object at 0x7f1106faef40>,6.110211829406506,4.3644370210046475
G001.14-00.12,267.2022541666667,-28.019819444444447,1.1468590971627388,-0.12451539666452208,0.194,0.161,-16.0,3.0,13.612866994590878,<pyqt_fit.kde.KDE1D object at 0x7f11003088e0>,5.195778185836403,3.3945750814131124,0.17311831421525656,<pyqt_fit.kde.KDE1D object at 0x7f11002c5550>,0.009715744340633048,0.017068199517328325,,,,,21.821671671671652,<pyqt_fit.kde.KDE1D object at 0x7f11002e5b80>,5.251293293293287,3.355958958958958,8.091115115115107,<pyqt_fit.kde.KDE1D object at 0x7f1106fdf640>,0.2851151151151141,0.526366366366366,8.10747747747747,<pyqt_fit.kde.KDE1D object at 0x7f110701d310>,0.050810810810810736,0.04954054054054069,30.652497635076394,<scipy.stats.kde.gaussian_kde object at 0x7f1106fbc190>,5.5199409844352765,4.681468936166631
G002.70+00.04,267.9415691666667,-26.599186111111113,2.703329806207946,0.04008424737831133,0.101,0.105,93.0,5.0,,,,,0.3929383293360214,<pyqt_fit.kde.KDE1D object at 0x7f11002c58e0>,0.006503879679395419,0.009213829545810182,,,,,,,,,8.072136136136129,<pyqt_fit.kde.KDE1D object at 0x7f1106fdf9a0>,0.03639439439439407,0.05681981981981998,8.072136136136129,<pyqt_fit.kde.KDE1D object at 0x7f110701d550>,0.03639439439439407,0.05681981981981998,50.15723849356523,<scipy.stats.kde.gaussian_kde object at 0x7f1106fbc3a0>,5.236656877988935,6.226512751267336
G009.21-00.20,271.72017541666673,-21.074410555555556,9.214501562373684,-0.20178401986576255,0.303,0.096,43.0,5.0,3.1682617585193578,<pyqt_fit.kde.KDE1D object at 0x7f1100308ac0>,0.3804323939822485,0.24701060651927964,1.3149753847873091,<pyqt_fit.kde.KDE1D object at 0x7f11002c5c70>,0.006493812788831654,0.005784718288901924,4.616181181181177,<pyqt_fit.kde.KDE1D object at 0x7f110030cd00>,0.3510970970970968,0.41943143143143136,10.968404404404394,<pyqt_fit.kde.KDE1D object at 0x7f1106ffed30>,0.4230790790790788,0.27052652652652576,10.894138138138128,<pyqt_fit.kde.KDE1D object at 0x7f1106fdfbe0>,6.97506606606606,0.7212552552552545,7.954974974974968,<pyqt_fit.kde.KDE1D object at 0x7f110701d790>,0.04131431431431398,0.0485235235235244,94.06363577218403,<scipy.stats.kde.gaussian_kde object at 0x7f1107014a60>,4.362115207471689,5.680894223684064
G009.62+00.19,271.5610833333334,-20.52547222222222,9.621176471063592,0.19579350539472196,0.194,0.023,2.0,3.0,6.830311159631326,<pyqt_fit.kde.KDE1D object at 0x7f1100308c40>,0.46377750470942924,0.6606641812370171,1.3726237371203607,<pyqt_fit.kde.KDE1D object at 0x7f11002c5f10>,0.0066633559896476235,0.0057528352954099304,0.01,<pyqt_fit.kde.KDE1D object at 0x7f110030cee0>,0.0,0.4260740740740737,14.754070070070059,<pyqt_fit.kde.KDE1D object at 0x7f1107005130>,0.4739459459459461,0.6758118118118119,14.86505105105104,<pyqt_fit.kde.KDE1D object at 0x7f1106fdfe80>,14.85505105105104,1.5852512512512504,7.943747747747741,<pyqt_fit.kde.KDE1D object at 0x7f110701d9d0>,0.044246246246246734,0.04742942942942907,97.0126968663244,<scipy.stats.kde.gaussian_kde object at 0x7f110701dd30>,5.951877249257592,3.7500267061796393
G010.32-00.15,272.2560620833333,-20.085514999999997,10.322582065798148,-0.15976309095023986,0.343,0.035,10.0,5.0,5.800675933970891,<pyqt_fit.kde.KDE1D object at 0x7f110030ce80>,0.504896781966587,0.7035446961829477,1.4692677580620332,<pyqt_fit.kde.KDE1D object at 0x7f11002bcc10>,0.004809349217813841,0.00750549953689128,1.0193873873873867,<pyqt_fit.kde.KDE1D object at 0x7f1100308e50>,0.5550270270270267,0.7019459459459454,13.654169169169158,<pyqt_fit.kde.KDE1D object at 0x7f11070056a0>,0.519948948948949,0.7313103103103096,0.01,<pyqt_fit.kde.KDE1D object at 0x7f1106f68070>,0.0,15.004420420420407,7.915342342342336,<pyqt_fit.kde.KDE1D object at 0x7f110701db50>,0.030930930930931133,0.061561561561561895,98.41857492170108,<scipy.stats.kde.gaussian_kde object at 0x7f1106fa71c0>,4.676524754647957,4.791286098320313
